,journee,journee_nom,classement,nb_pts,equipe,nb_matchs_joues,victoire,nul,defaite,bonus,pts_marques,pts_pris,ga
0,1,TOP 14 Orange 2009-2010 - 1ère journée,1,5,Brive,1,1,0,0,1,30,9,21
1,1,TOP 14 Orange 2009-2010 - 1ère journée,2,4,Castres,1,1,0,0,0,24,12,12
2,1,TOP 14 Orange 2009-2010 - 1ère journée,3,4,Clermont,1,1,0,0,0,37,28,9
3,1,TOP 14 Orange 2009-2010 - 1ère journée,4,4,Perpignan,1,1,0,0,0,28,20,8
4,1,TOP 14 Orange 2009-2010 - 1ère journée,5,4,Racing 92,1,1,0,0,0,19,13,6
5,1,TOP 14 Orange 2009-2010 - 1ère journée,6,4,Toulouse,1,1,0,0,0,17,16,1
6,1,TOP 14 Orange 2009-2010 - 1ère journée,7,2,Paris,1,0,1,0,0,22,22,
7,1,TOP 14 Orange 2009-2010 - 1ère journée,8,2,Toulon,1,0,1,0,0,22,22,
8,1,TOP 14 Orange 2009-2010 - 1ère journée,9,1,Montauban,1,0,0,1,1,16,17,
9,1,TOP 14 Orange 2009-2010 - 1ère journée,10,1,Albi,1,0,0,1,1,13,19,
10,1,TOP 14 Orange 2009-2010 - 1ère journée,11,0,Bayonne,1,0,0,1,0,20,28,
11,1,TOP 14 Orange 2009-2010 - 1ère journée,12,0,Bourgoin,1,0,0,1,0,28,37,
12,1,TOP 14 Orange 2009-2010 - 1ère journée,13,0,Biarritz,1,0,0,1,0,12,24,
13,1,TOP 14 Orange 2009-2010 - 1ère journée,14,0,Montpellier,1,0,0,1,0,9,30,
14,2,TOP 14 Orange 2009-2010 - 2ème journée,1,9,Toulouse,2,2,0,0,1,55,16,39
15,2,TOP 14 Orange 2009-2010 - 2ème journée,2,9,Clermont,2,2,0,0,1,74,44,30
16,2,TOP 14 Orange 2009-2010 - 2ème journée,3,8,Castres,2,2,0,0,0,53,21,32
17,2,TOP 14 Orange 2009-2010 - 2ème journée,4,6,Toulon,2,1,1,0,0,49,35,14
18,2,TOP 14 Orange 2009-2010 - 2ème journée,5,5,Biarritz,2,1,0,1,1,51,30,21
19,2,TOP 14 Orange 2009-2010 - 2ème journée,6,5,Perpignan,2,1,0,1,1,40,38,2
20,2,TOP 14 Orange 2009-2010 - 2ème journée,7,5,Brive,2,1,0,1,1,30,47,
21,2,TOP 14 Orange 2009-2010 - 2ème journée,8,4,Bayonne,2,1,0,1,0,58,52,6
22,2,TOP 14 Orange 2009-2010 - 2ème journée,9,4,Racing 92,2,1,0,1,0,32,40,
23,2,TOP 14 Orange 2009-2010 - 2ème journée,10,4,Montpellier,2,1,0,1,0,27,42,
24,2,TOP 14 Orange 2009-2010 - 2ème journée,11,2,Paris,2,0,1,1,0,46,60,
25,2,TOP 14 Orange 2009-2010 - 2ème journée,12,1,Montauban,2,0,0,2,1,32,54,
26,2,TOP 14 Orange 2009-2010 - 2ème journée,13,1,Albi,2,0,0,2,1,19,58,
27,2,TOP 14 Orange 2009-2010 - 2ème journée,14,0,Bourgoin,2,0,0,2,0,37,66,
28,3,TOP 14 Orange 2009-2010 - 3ème journée,1,11,Clermont,3,2,1,0,1,83,53,30
29,3,TOP 14 Orange 2009-2010 - 3ème journée,2,10,Toulouse,3,2,0,1,2,70,33,37
30,3,TOP 14 Orange 2009-2010 - 3ème journée,3,10,Castres,3,2,1,0,0,71,39,32
31,3,TOP 14 Orange 2009-2010 - 3ème journée,4,10,Toulon,3,2,1,0,0,64,44,20
32,3,TOP 14 Orange 2009-2010 - 3ème journée,5,9,Perpignan,3,2,0,1,1,57,53,4
33,3,TOP 14 Orange 2009-2010 - 3ème journée,6,8,Racing 92,3,2,0,1,0,50,49,1
34,3,TOP 14 Orange 2009-2010 - 3ème journée,7,7,Brive,3,1,1,1,1,39,56,
35,3,TOP 14 Orange 2009-2010 - 3ème journée,8,6,Biarritz,3,1,0,2,2,68,52,16
36,3,TOP 14 Orange 2009-2010 - 3ème journée,9,6,Paris,3,1,1,1,0,89,86,3
37,3,TOP 14 Orange 2009-2010 - 3ème journée,10,4,Bayonne,3,1,0,2,0,67,70,
38,3,TOP 14 Orange 2009-2010 - 3ème journée,11,4,Bourgoin,3,1,0,2,0,59,83,
39,3,TOP 14 Orange 2009-2010 - 3ème journée,12,4,Montpellier,3,1,0,2,0,53,85,
40,3,TOP 14 Orange 2009-2010 - 3ème journée,13,3,Montauban,3,0,1,2,1,50,72,
41,3,TOP 14 Orange 2009-2010 - 3ème journée,14,2,Albi,3,0,0,3,2,28,73,
42,4,TOP 14 Orange 2009-2010 - 4ème journée,1,15,Castres,4,3,1,0,1,96,60,36
43,4,TOP 14 Orange 2009-2010 - 4ème journée,2,14,Toulouse,4,3,0,1,2,91,50,41
44,4,TOP 14 Orange 2009-2010 - 4ème journée,3,14,Toulon,4,3,1,0,0,90,65,25
45,4,TOP 14 Orange 2009-2010 - 4ème journée,4,13,Perpignan,4,3,0,1,1,78,62,16
46,4,TOP 14 Orange 2009-2010 - 4ème journée,5,12,Clermont,4,2,1,1,2,104,79,25
47,4,TOP 14 Orange 2009-2010 - 4ème journée,6,9,Racing 92,4,2,0,2,1,63,66,
48,4,TOP 14 Orange 2009-2010 - 4ème journée,7,8,Bourgoin,4,2,0,2,0,76,96,
49,4,TOP 14 Orange 2009-2010 - 4ème journée,8,8,Montpellier,4,2,0,2,0,75,103,
50,4,TOP 14 Orange 2009-2010 - 4ème journée,9,7,Montauban,4,1,1,2,1,90,107,
51,4,TOP 14 Orange 2009-2010 - 4ème journée,10,7,Paris,4,1,1,2,1,124,126,
52,4,TOP 14 Orange 2009-2010 - 4ème journée,11,7,Brive,4,1,1,2,1,48,77,
53,4,TOP 14 Orange 2009-2010 - 4ème journée,12,7,Biarritz,4,1,0,3,3,86,74,12
54,4,TOP 14 Orange 2009-2010 - 4ème journée,13,5,Bayonne,4,1,0,3,1,84,91,
55,4,TOP 14 Orange 2009-2010 - 4ème journée,14,3,Albi,4,0,0,4,3,49,98,
56,5,TOP 14 Orange 2009-2010 - 5ème journée,1,20,Castres,5,4,1,0,2,129,78,51
57,5,TOP 14 Orange 2009-2010 - 5ème journée,2,17,Perpignan,5,4,0,1,1,96,76,20
58,5,TOP 14 Orange 2009-2010 - 5ème journée,3,16,Clermont,5,3,1,1,2,123,91,32
59,5,TOP 14 Orange 2009-2010 - 5ème journée,4,15,Toulouse,5,3,0,2,3,103,69,34
60,5,TOP 14 Orange 2009-2010 - 5ème journée,5,15,Toulon,5,3,1,1,1,108,86,22
61,5,TOP 14 Orange 2009-2010 - 5ème journée,6,12,Brive,5,2,1,2,2,87,83,4
62,5,TOP 14 Orange 2009-2010 - 5ème journée,7,11,Biarritz,5,2,0,3,3,116,96,20
63,5,TOP 14 Orange 2009-2010 - 5ème journée,8,11,Montauban,5,2,1,2,1,111,125,
64,5,TOP 14 Orange 2009-2010 - 5ème journée,9,10,Racing 92,5,2,0,3,2,77,84,
65,5,TOP 14 Orange 2009-2010 - 5ème journée,10,10,Bayonne,5,2,0,3,2,137,97,40
66,5,TOP 14 Orange 2009-2010 - 5ème journée,11,8,Montpellier,5,2,0,3,0,93,136,
67,5,TOP 14 Orange 2009-2010 - 5ème journée,12,8,Bourgoin,5,2,0,3,0,82,149,
68,5,TOP 14 Orange 2009-2010 - 5ème journée,13,7,Paris,5,1,1,3,1,146,156,
69,5,TOP 14 Orange 2009-2010 - 5ème journée,14,3,Albi,5,0,0,5,3,55,137,
70,6,TOP 14 Orange 2009-2010 - 6ème journée,1,20,Clermont,6,4,1,1,2,153,113,40
71,6,TOP 14 Orange 2009-2010 - 6ème journée,2,20,Castres,6,4,1,1,2,147,122,25
72,6,TOP 14 Orange 2009-2010 - 6ème journée,3,19,Toulouse,6,4,0,2,3,122,82,40
73,6,TOP 14 Orange 2009-2010 - 6ème journée,4,17,Perpignan,6,4,0,2,1,102,93,9
74,6,TOP 14 Orange 2009-2010 - 6ème journée,5,16,Toulon,6,3,1,2,2,128,107,21
75,6,TOP 14 Orange 2009-2010 - 6ème journée,6,15,Biarritz,6,3,0,3,3,128,102,26
76,6,TOP 14 Orange 2009-2010 - 6ème journée,7,15,Montauban,6,3,1,2,1,134,145,
77,6,TOP 14 Orange 2009-2010 - 6ème journée,8,13,Brive,6,2,1,3,3,107,106,1
78,6,TOP 14 Orange 2009-2010 - 6ème journée,9,12,Paris,6,2,1,3,2,190,174,16
79,6,TOP 14 Orange 2009-2010 - 6ème journée,10,12,Bourgoin,6,3,0,3,0,99,155,
80,6,TOP 14 Orange 2009-2010 - 6ème journée,11,12,Montpellier,6,3,0,3,0,114,156,
81,6,TOP 14 Orange 2009-2010 - 6ème journée,12,11,Bayonne,6,2,0,4,3,143,109,34
82,6,TOP 14 Orange 2009-2010 - 6ème journée,13,10,Racing 92,6,2,0,4,2,99,114,
83,6,TOP 14 Orange 2009-2010 - 6ème journée,14,4,Albi,6,0,0,6,4,68,156,
84,7,TOP 14 Orange 2009-2010 - 7ème journée,1,25,Clermont,7,5,1,1,3,193,121,72
85,7,TOP 14 Orange 2009-2010 - 7ème journée,2,24,Castres,7,5,1,1,2,156,128,28
86,7,TOP 14 Orange 2009-2010 - 7ème journée,3,22,Perpignan,7,5,0,2,2,130,102,28
87,7,TOP 14 Orange 2009-2010 - 7ème journée,4,20,Toulon,7,4,1,2,2,146,120,26
88,7,TOP 14 Orange 2009-2010 - 7ème journée,5,20,Toulouse,7,4,0,3,4,135,100,35
89,7,TOP 14 Orange 2009-2010 - 7ème journée,6,19,Biarritz,7,4,0,3,3,143,114,29
90,7,TOP 14 Orange 2009-2010 - 7ème journée,7,17,Paris,7,3,1,3,3,210,180,30
91,7,TOP 14 Orange 2009-2010 - 7ème journée,8,15,Bayonne,7,3,0,4,3,169,112,57
92,7,TOP 14 Orange 2009-2010 - 7ème journée,9,15,Montauban,7,3,1,3,1,143,173,
93,7,TOP 14 Orange 2009-2010 - 7ème journée,10,14,Brive,7,2,1,4,4,119,121,
94,7,TOP 14 Orange 2009-2010 - 7ème journée,11,12,Montpellier,7,3,0,4,0,117,182,
95,7,TOP 14 Orange 2009-2010 - 7ème journée,12,12,Bourgoin,7,3,0,4,0,105,175,
96,7,TOP 14 Orange 2009-2010 - 7ème journée,13,11,Racing 92,7,2,0,5,3,105,123,
97,7,TOP 14 Orange 2009-2010 - 7ème journée,14,4,Albi,7,0,0,7,4,76,196,
98,8,TOP 14 Orange 2009-2010 - 8ème journée,1,27,Perpignan,8,6,0,2,3,149,105,44
99,8,TOP 14 Orange 2009-2010 - 8ème journée,2,25,Clermont,8,5,1,2,3,196,140,56
100,8,TOP 14 Orange 2009-2010 - 8ème journée,3,25,Castres,8,5,1,2,3,165,139,26
101,8,TOP 14 Orange 2009-2010 - 8ème journée,4,24,Biarritz,8,5,0,3,4,166,123,43
102,8,TOP 14 Orange 2009-2010 - 8ème journée,5,22,Toulouse,8,4,1,3,4,144,109,35
103,8,TOP 14 Orange 2009-2010 - 8ème journée,6,20,Toulon,8,4,1,3,2,155,143,12
104,8,TOP 14 Orange 2009-2010 - 8ème journée,7,19,Paris,8,3,2,3,3,219,189,30
105,8,TOP 14 Orange 2009-2010 - 8ème journée,8,18,Brive,8,3,1,4,4,130,130,
106,8,TOP 14 Orange 2009-2010 - 8ème journée,9,16,Bayonne,8,3,0,5,4,183,131,52
107,8,TOP 14 Orange 2009-2010 - 8ème journée,10,16,Bourgoin,8,4,0,4,0,120,187,
108,8,TOP 14 Orange 2009-2010 - 8ème journée,11,16,Montauban,8,3,1,4,2,155,188,
109,8,TOP 14 Orange 2009-2010 - 8ème journée,12,15,Racing 92,8,3,0,5,3,123,137,
110,8,TOP 14 Orange 2009-2010 - 8ème journée,13,13,Montpellier,8,3,0,5,1,131,200,
111,8,TOP 14 Orange 2009-2010 - 8ème journée,14,8,Albi,8,1,0,7,4,95,210,
112,9,TOP 14 Orange 2009-2010 - 9ème journée,1,30,Clermont,9,6,1,2,4,234,153,81
113,9,TOP 14 Orange 2009-2010 - 9ème journée,2,29,Castres,9,6,1,2,3,186,158,28
114,9,TOP 14 Orange 2009-2010 - 9ème journée,3,28,Biarritz,9,6,0,3,4,193,135,58
115,9,TOP 14 Orange 2009-2010 - 9ème journée,4,27,Perpignan,9,6,0,3,3,161,132,29
116,9,TOP 14 Orange 2009-2010 - 9ème journée,5,26,Toulouse,9,5,1,3,4,174,121,53
117,9,TOP 14 Orange 2009-2010 - 9ème journée,6,24,Paris,9,4,2,3,4,263,205,58
118,9,TOP 14 Orange 2009-2010 - 9ème journée,7,21,Toulon,9,4,1,4,3,174,164,10
119,9,TOP 14 Orange 2009-2010 - 9ème journée,8,20,Bourgoin,9,5,0,4,0,146,203,
120,9,TOP 14 Orange 2009-2010 - 9ème journée,9,19,Racing 92,9,4,0,5,3,140,149,
121,9,TOP 14 Orange 2009-2010 - 9ème journée,10,18,Brive,9,3,1,5,4,146,174,
122,9,TOP 14 Orange 2009-2010 - 9ème journée,11,17,Montauban,9,3,1,5,3,167,205,
123,9,TOP 14 Orange 2009-2010 - 9ème journée,12,16,Bayonne,9,3,0,6,4,196,169,27
124,9,TOP 14 Orange 2009-2010 - 9ème journée,13,13,Montpellier,9,3,0,6,1,143,230,
125,9,TOP 14 Orange 2009-2010 - 9ème journée,14,8,Albi,9,1,0,8,4,111,236,
126,10,TOP 14 Orange 2009-2010 - 10ème journée,1,33,Castres,10,7,1,2,3,201,164,37
127,10,TOP 14 Orange 2009-2010 - 10ème journée,2,31,Perpignan,10,7,0,3,3,181,146,35
128,10,TOP 14 Orange 2009-2010 - 10ème journée,3,31,Clermont,10,6,1,3,5,243,169,74
129,10,TOP 14 Orange 2009-2010 - 10ème journée,4,30,Toulouse,10,6,1,3,4,197,124,73
130,10,TOP 14 Orange 2009-2010 - 10ème journée,5,28,Biarritz,10,6,0,4,4,196,158,38
131,10,TOP 14 Orange 2009-2010 - 10ème journée,6,26,Toulon,10,5,1,4,4,220,192,28
132,10,TOP 14 Orange 2009-2010 - 10ème journée,7,25,Paris,10,4,2,4,5,277,225,52
133,10,TOP 14 Orange 2009-2010 - 10ème journée,8,23,Racing 92,10,5,0,5,3,158,159,
134,10,TOP 14 Orange 2009-2010 - 10ème journée,9,21,Montauban,10,4,1,5,3,187,211,
135,10,TOP 14 Orange 2009-2010 - 10ème journée,10,20,Bourgoin,10,5,0,5,0,174,249,
136,10,TOP 14 Orange 2009-2010 - 10ème journée,11,18,Brive,10,3,1,6,4,156,192,
137,10,TOP 14 Orange 2009-2010 - 10ème journée,12,17,Montpellier,10,4,0,6,1,159,239,
138,10,TOP 14 Orange 2009-2010 - 10ème journée,13,16,Bayonne,10,3,0,7,4,202,184,18
139,10,TOP 14 Orange 2009-2010 - 10ème journée,14,8,Albi,10,1,0,9,4,117,256,
140,11,TOP 14 Orange 2009-2010 - 11ème journée,1,35,Perpignan,11,8,0,3,3,198,161,37
141,11,TOP 14 Orange 2009-2010 - 11ème journée,2,34,Castres,11,7,1,3,4,216,181,35
142,11,TOP 14 Orange 2009-2010 - 11ème journée,3,33,Clermont,11,6,2,3,5,262,188,74
143,11,TOP 14 Orange 2009-2010 - 11ème journée,4,31,Toulouse,11,6,1,4,5,217,151,66
144,11,TOP 14 Orange 2009-2010 - 11ème journée,5,30,Toulon,11,6,1,4,4,234,200,34
145,11,TOP 14 Orange 2009-2010 - 11ème journée,6,28,Biarritz,11,6,0,5,4,201,172,29
146,11,TOP 14 Orange 2009-2010 - 11ème journée,7,27,Paris,11,4,3,4,5,296,244,52
147,11,TOP 14 Orange 2009-2010 - 11ème journée,8,27,Racing 92,11,6,0,5,3,185,179,6
148,11,TOP 14 Orange 2009-2010 - 11ème journée,9,25,Montauban,11,5,1,5,3,201,216,
149,11,TOP 14 Orange 2009-2010 - 11ème journée,10,22,Bourgoin,11,5,1,5,0,188,263,
150,11,TOP 14 Orange 2009-2010 - 11ème journée,11,21,Montpellier,11,5,0,6,1,177,254,
151,11,TOP 14 Orange 2009-2010 - 11ème journée,12,20,Brive,11,3,2,6,4,170,206,
152,11,TOP 14 Orange 2009-2010 - 11ème journée,13,17,Bayonne,11,3,0,8,5,210,198,12
153,11,TOP 14 Orange 2009-2010 - 11ème journée,14,9,Albi,11,1,0,10,5,132,274,
154,12,TOP 14 Orange 2009-2010 - 12ème journée,1,40,Perpignan,12,9,0,3,4,223,170,53
155,12,TOP 14 Orange 2009-2010 - 12ème journée,2,36,Toulouse,12,7,1,4,6,258,154,104
156,12,TOP 14 Orange 2009-2010 - 12ème journée,3,36,Castres,12,7,2,3,4,225,190,35
157,12,TOP 14 Orange 2009-2010 - 12ème journée,4,35,Clermont,12,6,3,3,5,271,197,74
158,12,TOP 14 Orange 2009-2010 - 12ème journée,5,31,Paris,12,5,3,4,5,319,262,57
159,12,TOP 14 Orange 2009-2010 - 12ème journée,6,31,Racing 92,12,7,0,5,3,208,199,9
160,12,TOP 14 Orange 2009-2010 - 12ème journée,7,30,Toulon,12,6,1,5,4,243,225,18
161,12,TOP 14 Orange 2009-2010 - 12ème journée,8,29,Biarritz,12,6,0,6,5,221,195,26
162,12,TOP 14 Orange 2009-2010 - 12ème journée,9,25,Montpellier,12,6,0,6,1,196,254,
163,12,TOP 14 Orange 2009-2010 - 12ème journée,10,25,Montauban,12,5,1,6,3,201,235,
164,12,TOP 14 Orange 2009-2010 - 12ème journée,11,24,Brive,12,4,2,6,4,189,220,
165,12,TOP 14 Orange 2009-2010 - 12ème journée,12,22,Bourgoin,12,5,1,6,0,191,304,
166,12,TOP 14 Orange 2009-2010 - 12ème journée,13,18,Bayonne,12,3,0,9,6,224,217,7
167,12,TOP 14 Orange 2009-2010 - 12ème journée,14,10,Albi,12,1,0,11,6,150,297,
168,13,TOP 14 Orange 2009-2010 - 13ème journée,1,41,Perpignan,13,9,0,4,5,246,194,52
169,13,TOP 14 Orange 2009-2010 - 13ème journée,2,41,Castres,13,8,2,3,5,255,200,55
170,13,TOP 14 Orange 2009-2010 - 13ème journée,3,36,Clermont,13,6,3,4,6,284,213,71
171,13,TOP 14 Orange 2009-2010 - 13ème journée,4,36,Toulouse,13,7,1,5,6,268,184,84
172,13,TOP 14 Orange 2009-2010 - 13ème journée,5,35,Racing 92,13,8,0,5,3,228,217,11
173,13,TOP 14 Orange 2009-2010 - 13ème journée,6,34,Toulon,13,7,1,5,4,262,235,27
174,13,TOP 14 Orange 2009-2010 - 13ème journée,7,33,Biarritz,13,7,0,6,5,237,208,29
175,13,TOP 14 Orange 2009-2010 - 13ème journée,8,32,Paris,13,5,3,5,6,337,282,55
176,13,TOP 14 Orange 2009-2010 - 13ème journée,9,29,Montpellier,13,7,0,6,1,219,274,
177,13,TOP 14 Orange 2009-2010 - 13ème journée,10,25,Montauban,13,5,1,7,3,214,273,
178,13,TOP 14 Orange 2009-2010 - 13ème journée,11,24,Brive,13,4,2,7,4,199,239,
179,13,TOP 14 Orange 2009-2010 - 13ème journée,12,23,Bayonne,13,4,0,9,7,262,230,32
180,13,TOP 14 Orange 2009-2010 - 13ème journée,13,23,Bourgoin,13,5,1,7,1,211,327,
181,13,TOP 14 Orange 2009-2010 - 13ème journée,14,14,Albi,13,2,0,11,6,174,320,
182,14,TOP 14 Orange 2009-2010 - 14ème journée,1,46,Perpignan,14,10,0,4,6,276,207,69
183,14,TOP 14 Orange 2009-2010 - 14ème journée,2,46,Castres,14,9,2,3,6,289,206,83
184,14,TOP 14 Orange 2009-2010 - 14ème journée,3,41,Clermont,14,7,3,4,7,316,216,100
185,14,TOP 14 Orange 2009-2010 - 14ème journée,4,40,Toulouse,14,8,1,5,6,285,196,89
186,14,TOP 14 Orange 2009-2010 - 14ème journée,5,39,Racing 92,14,9,0,5,3,237,223,14
187,14,TOP 14 Orange 2009-2010 - 14ème journée,6,38,Toulon,14,8,1,5,4,284,253,31
188,14,TOP 14 Orange 2009-2010 - 14ème journée,7,33,Biarritz,14,7,0,7,5,243,242,1
189,14,TOP 14 Orange 2009-2010 - 14ème journée,8,33,Paris,14,5,3,6,7,355,304,51
190,14,TOP 14 Orange 2009-2010 - 14ème journée,9,29,Brive,14,5,2,7,5,224,242,
191,14,TOP 14 Orange 2009-2010 - 14ème journée,10,29,Montpellier,14,7,0,7,1,222,299,
192,14,TOP 14 Orange 2009-2010 - 14ème journée,11,26,Montauban,14,5,1,8,4,226,290,
193,14,TOP 14 Orange 2009-2010 - 14ème journée,12,23,Bayonne,14,4,0,10,7,275,260,15
194,14,TOP 14 Orange 2009-2010 - 14ème journée,13,23,Bourgoin,14,5,1,8,1,214,359,
195,14,TOP 14 Orange 2009-2010 - 14ème journée,14,15,Albi,14,2,0,12,7,180,329,
196,15,TOP 14 Orange 2009-2010 - 15ème journée,1,50,Perpignan,15,11,0,4,6,305,210,95
197,15,TOP 14 Orange 2009-2010 - 15ème journée,2,47,Castres,15,9,2,4,7,298,222,76
198,15,TOP 14 Orange 2009-2010 - 15ème journée,3,43,Racing 92,15,10,0,5,3,265,238,27
199,15,TOP 14 Orange 2009-2010 - 15ème journée,4,42,Clermont,15,7,3,5,8,331,236,95
200,15,TOP 14 Orange 2009-2010 - 15ème journée,5,41,Toulouse,15,8,1,6,7,306,223,83
201,15,TOP 14 Orange 2009-2010 - 15ème journée,6,38,Toulon,15,8,1,6,4,299,281,18
202,15,TOP 14 Orange 2009-2010 - 15ème journée,7,38,Paris,15,6,3,6,8,389,314,75
203,15,TOP 14 Orange 2009-2010 - 15ème journée,8,33,Biarritz,15,7,0,8,5,252,262,
204,15,TOP 14 Orange 2009-2010 - 15ème journée,9,33,Brive,15,6,2,7,5,251,263,
205,15,TOP 14 Orange 2009-2010 - 15ème journée,10,30,Montauban,15,6,1,8,4,246,305,
206,15,TOP 14 Orange 2009-2010 - 15ème journée,11,29,Montpellier,15,7,0,8,1,225,328,
207,15,TOP 14 Orange 2009-2010 - 15ème journée,12,27,Bourgoin,15,6,1,8,1,230,368,
208,15,TOP 14 Orange 2009-2010 - 15ème journée,13,23,Bayonne,15,4,0,11,7,285,294,
209,15,TOP 14 Orange 2009-2010 - 15ème journée,14,19,Albi,15,3,0,12,7,200,338,
210,16,TOP 14 Orange 2009-2010 - 16ème journée,1,51,Castres,16,10,2,4,7,328,229,99
211,16,TOP 14 Orange 2009-2010 - 16ème journée,2,50,Perpignan,16,11,0,5,6,316,232,84
212,16,TOP 14 Orange 2009-2010 - 16ème journée,3,47,Clermont,16,8,3,5,9,383,246,137
213,16,TOP 14 Orange 2009-2010 - 16ème journée,4,47,Racing 92,16,11,0,5,3,288,257,31
214,16,TOP 14 Orange 2009-2010 - 16ème journée,5,45,Toulouse,16,9,1,6,7,328,234,94
215,16,TOP 14 Orange 2009-2010 - 16ème journée,6,42,Toulon,16,9,1,6,4,340,294,46
216,16,TOP 14 Orange 2009-2010 - 16ème journée,7,39,Paris,16,6,3,7,9,412,339,73
217,16,TOP 14 Orange 2009-2010 - 16ème journée,8,37,Biarritz,16,8,0,8,5,275,268,7
218,16,TOP 14 Orange 2009-2010 - 16ème journée,9,33,Brive,16,6,2,8,5,261,315,
219,16,TOP 14 Orange 2009-2010 - 16ème journée,10,33,Montpellier,16,8,0,8,1,250,351,
220,16,TOP 14 Orange 2009-2010 - 16ème journée,11,30,Montauban,16,6,1,9,4,253,335,
221,16,TOP 14 Orange 2009-2010 - 16ème journée,12,27,Bourgoin,16,6,1,9,1,236,391,
222,16,TOP 14 Orange 2009-2010 - 16ème journée,13,24,Bayonne,16,4,0,12,8,304,317,
223,16,TOP 14 Orange 2009-2010 - 16ème journée,14,19,Albi,16,3,0,13,7,213,379,
224,17,TOP 14 Orange 2009-2010 - 17ème journée,1,56,Castres,17,11,2,4,8,372,239,133
225,17,TOP 14 Orange 2009-2010 - 17ème journée,2,52,Clermont,17,9,3,5,10,422,249,173
226,17,TOP 14 Orange 2009-2010 - 17ème journée,3,50,Perpignan,17,11,0,6,6,325,261,64
227,17,TOP 14 Orange 2009-2010 - 17ème journée,4,49,Toulouse,17,10,1,6,7,343,247,96
228,17,TOP 14 Orange 2009-2010 - 17ème journée,5,48,Racing 92,17,11,0,6,4,305,275,30
229,17,TOP 14 Orange 2009-2010 - 17ème journée,6,42,Biarritz,17,9,0,8,6,301,278,23
230,17,TOP 14 Orange 2009-2010 - 17ème journée,7,42,Toulon,17,9,1,7,4,343,333,10
231,17,TOP 14 Orange 2009-2010 - 17ème journée,8,41,Paris,17,6,4,7,9,418,345,73
232,17,TOP 14 Orange 2009-2010 - 17ème journée,9,38,Brive,17,7,2,8,6,290,324,
233,17,TOP 14 Orange 2009-2010 - 17ème journée,10,33,Montpellier,17,8,0,9,1,260,377,
234,17,TOP 14 Orange 2009-2010 - 17ème journée,11,32,Montauban,17,6,2,9,4,259,341,
235,17,TOP 14 Orange 2009-2010 - 17ème journée,12,31,Bourgoin,17,7,1,9,1,254,408,
236,17,TOP 14 Orange 2009-2010 - 17ème journée,13,25,Bayonne,17,4,0,13,9,317,332,
237,17,TOP 14 Orange 2009-2010 - 17ème journée,14,19,Albi,17,3,0,14,7,223,423,
238,18,TOP 14 Orange 2009-2010 - 18ème journée,1,56,Castres,18,11,2,5,8,372,254,118
239,18,TOP 14 Orange 2009-2010 - 18ème journée,2,56,Clermont,18,10,3,5,10,438,264,174
240,18,TOP 14 Orange 2009-2010 - 18ème journée,3,55,Perpignan,18,12,0,6,7,356,273,83
241,18,TOP 14 Orange 2009-2010 - 18ème journée,4,50,Toulouse,18,10,1,7,8,358,263,95
242,18,TOP 14 Orange 2009-2010 - 18ème journée,5,48,Racing 92,18,11,0,7,4,317,306,11
243,18,TOP 14 Orange 2009-2010 - 18ème journée,6,46,Toulon,18,10,1,7,4,361,340,21
244,18,TOP 14 Orange 2009-2010 - 18ème journée,7,45,Paris,18,7,4,7,9,443,360,83
245,18,TOP 14 Orange 2009-2010 - 18ème journée,8,42,Biarritz,18,9,0,9,6,316,303,13
246,18,TOP 14 Orange 2009-2010 - 18ème journée,9,42,Brive,18,8,2,8,6,307,339,
247,18,TOP 14 Orange 2009-2010 - 18ème journée,10,37,Montpellier,18,9,0,9,1,275,377,
248,18,TOP 14 Orange 2009-2010 - 18ème journée,11,35,Bourgoin,18,8,1,9,1,266,414,
249,18,TOP 14 Orange 2009-2010 - 18ème journée,12,32,Montauban,18,6,2,10,4,266,359,
250,18,TOP 14 Orange 2009-2010 - 18ème journée,13,26,Bayonne,18,4,0,14,10,323,344,
251,18,TOP 14 Orange 2009-2010 - 18ème journée,14,20,Albi,18,3,0,15,8,238,440,
252,19,TOP 14 Orange 2009-2010 - 19ème journée,1,60,Perpignan,19,13,0,6,8,405,293,112
253,19,TOP 14 Orange 2009-2010 - 19ème journée,2,60,Castres,19,12,2,5,8,404,268,136
254,19,TOP 14 Orange 2009-2010 - 19ème journée,3,56,Clermont,19,10,3,6,10,462,297,165
255,19,TOP 14 Orange 2009-2010 - 19ème journée,4,55,Toulouse,19,11,1,7,9,382,269,113
256,19,TOP 14 Orange 2009-2010 - 19ème journée,5,52,Racing 92,19,12,0,7,4,350,330,20
257,19,TOP 14 Orange 2009-2010 - 19ème journée,6,51,Toulon,19,11,1,7,5,392,359,33
258,19,TOP 14 Orange 2009-2010 - 19ème journée,7,46,Brive,19,9,2,8,6,326,353,
259,19,TOP 14 Orange 2009-2010 - 19ème journée,8,45,Paris,19,7,4,8,9,457,392,65
260,19,TOP 14 Orange 2009-2010 - 19ème journée,9,42,Biarritz,19,9,0,10,6,316,318,
261,19,TOP 14 Orange 2009-2010 - 19ème journée,10,37,Montpellier,19,9,0,10,1,294,408,
262,19,TOP 14 Orange 2009-2010 - 19ème journée,11,35,Bourgoin,19,8,1,10,1,286,463,
