,journee,journee_nom,classement,nb_pts,equipe,nb_matchs_joues,victoire,nul,defaite,bonus,pts_marques,pts_pris,ga
2638,29,TOP 14 2015-2016 - Finale,5,79,Toulouse,26,16,2,8,11,680,393,287
2639,29,TOP 14 2015-2016 - Finale,6,71,Castres,26,15,0,11,11,650,496,154
2640,29,TOP 14 2015-2016 - Finale,7,67,Bordeaux-Bègles,26,14,2,10,7,552,503,49
2641,29,TOP 14 2015-2016 - Finale,8,62,Brive,26,13,1,12,8,540,545,5
2642,29,TOP 14 2015-2016 - Finale,9,54,La Rochelle,26,11,0,15,10,553,656,103
2643,29,TOP 14 2015-2016 - Finale,10,47,Grenoble,26,10,0,16,7,605,779,174
2644,29,TOP 14 2015-2016 - Finale,11,46,Pau,26,10,1,15,4,420,675,255
2645,29,TOP 14 2015-2016 - Finale,12,41,Paris,26,9,0,17,5,543,631,88
2646,29,TOP 14 2015-2016 - Finale,13,26,Agen,26,5,0,21,6,531,846,315
2647,29,TOP 14 2015-2016 - Finale,14,24,Oyonnax,26,5,0,21,4,429,847,418
2648,1,TOP 14 2016-2017 - 1ère journée,1,5,Paris,1,1,0,0,1,54,20,34
2649,1,TOP 14 2016-2017 - 1ère journée,2,4,Castres,1,1,0,0,0,28,11,17
2650,1,TOP 14 2016-2017 - 1ère journée,3,4,Toulouse,1,1,0,0,0,20,12,8
2651,1,TOP 14 2016-2017 - 1ère journée,4,4,Bordeaux-Bègles,1,1,0,0,0,15,9,6
2652,1,TOP 14 2016-2017 - 1ère journée,5,4,Bayonne,1,1,0,0,0,28,23,5
2653,1,TOP 14 2016-2017 - 1ère journée,6,2,Clermont,1,0,1,0,0,30,30,
2654,1,TOP 14 2016-2017 - 1ère journée,7,2,La Rochelle,1,0,1,0,0,30,30,
2655,1,TOP 14 2016-2017 - 1ère journée,8,2,Brive,1,0,1,0,0,15,15,
2656,1,TOP 14 2016-2017 - 1ère journée,9,2,Lyon,1,0,1,0,0,15,15,
2657,1,TOP 14 2016-2017 - 1ère journée,10,1,Toulon,1,0,0,1,1,23,28,5
2658,1,TOP 14 2016-2017 - 1ère journée,11,0,Racing 92,1,0,0,1,0,9,15,6
2659,1,TOP 14 2016-2017 - 1ère journée,12,0,Montpellier,1,0,0,1,0,12,20,8
2660,1,TOP 14 2016-2017 - 1ère journée,13,0,Pau,1,0,0,1,0,11,28,17
2661,1,TOP 14 2016-2017 - 1ère journée,14,0,Grenoble,1,0,0,1,0,20,54,34
2662,2,TOP 14 2016-2017 - 2ème journée,1,8,Toulouse,2,2,0,0,0,42,29,13
2663,2,TOP 14 2016-2017 - 2ème journée,2,6,Castres,2,1,1,0,0,40,23,17
2664,2,TOP 14 2016-2017 - 2ème journée,3,6,Bayonne,2,1,1,0,0,40,35,5
2665,2,TOP 14 2016-2017 - 2ème journée,4,6,Clermont,2,1,1,0,0,56,52,4
2666,2,TOP 14 2016-2017 - 2ème journée,5,6,La Rochelle,2,1,1,0,0,52,49,3
2667,2,TOP 14 2016-2017 - 2ème journée,6,6,Brive,2,1,1,0,0,43,35,8
2668,2,TOP 14 2016-2017 - 2ème journée,7,5,Bordeaux-Bègles,2,1,0,1,1,32,31,1
2669,2,TOP 14 2016-2017 - 2ème journée,8,5,Paris,2,1,0,1,1,74,48,26
2670,2,TOP 14 2016-2017 - 2ème journée,9,5,Racing 92,2,1,0,1,1,38,31,7
2671,2,TOP 14 2016-2017 - 2ème journée,10,5,Toulon,2,1,0,1,1,45,46,1
2672,2,TOP 14 2016-2017 - 2ème journée,11,2,Lyon,2,0,1,1,0,31,44,13
2673,2,TOP 14 2016-2017 - 2ème journée,12,1,Montpellier,2,0,0,2,1,34,46,12
2674,2,TOP 14 2016-2017 - 2ème journée,13,1,Pau,2,0,0,2,1,29,50,21
2675,2,TOP 14 2016-2017 - 2ème journée,14,1,Grenoble,2,0,0,2,1,39,76,37
2676,3,TOP 14 2016-2017 - 3ème journée,1,10,Brive,3,2,1,0,0,68,56,12
2677,3,TOP 14 2016-2017 - 3ème journée,2,10,La Rochelle,3,2,1,0,0,78,67,11
2678,3,TOP 14 2016-2017 - 3ème journée,3,9,Racing 92,3,2,0,1,1,66,45,21
2679,3,TOP 14 2016-2017 - 3ème journée,4,8,Clermont,3,1,2,0,0,86,82,4
2680,3,TOP 14 2016-2017 - 3ème journée,5,8,Toulouse,3,2,0,1,0,56,57,1
2681,3,TOP 14 2016-2017 - 3ème journée,6,7,Paris,3,1,1,1,1,104,78,26
2682,3,TOP 14 2016-2017 - 3ème journée,7,7,Lyon,3,1,1,1,1,63,57,6
2683,3,TOP 14 2016-2017 - 3ème journée,8,6,Castres,3,1,1,1,0,58,49,9
2684,3,TOP 14 2016-2017 - 3ème journée,9,6,Pau,3,1,0,2,2,54,59,5
2685,3,TOP 14 2016-2017 - 3ème journée,10,6,Bayonne,3,1,1,1,0,49,60,11
2686,3,TOP 14 2016-2017 - 3ème journée,11,6,Toulon,3,1,0,2,2,66,71,5
2687,3,TOP 14 2016-2017 - 3ème journée,12,5,Montpellier,3,1,0,2,1,66,61,5
2688,3,TOP 14 2016-2017 - 3ème journée,13,5,Bordeaux-Bègles,3,1,0,2,1,47,63,16
2689,3,TOP 14 2016-2017 - 3ème journée,14,1,Grenoble,3,0,0,3,1,52,108,56
2690,4,TOP 14 2016-2017 - 4ème journée,1,15,La Rochelle,4,3,1,0,1,121,85,36
2691,4,TOP 14 2016-2017 - 4ème journée,2,13,Clermont,4,2,2,0,1,133,92,41
2692,4,TOP 14 2016-2017 - 4ème journée,3,11,Paris,4,2,1,1,1,133,103,30
2693,4,TOP 14 2016-2017 - 4ème journée,4,11,Toulon,4,2,0,2,3,98,86,12
2694,4,TOP 14 2016-2017 - 4ème journée,5,10,Montpellier,4,2,0,2,2,107,74,33
2695,4,TOP 14 2016-2017 - 4ème journée,6,10,Brive,4,2,1,1,0,91,92,1
2696,4,TOP 14 2016-2017 - 4ème journée,7,9,Bordeaux-Bègles,4,2,0,2,1,87,83,4
2697,4,TOP 14 2016-2017 - 4ème journée,8,9,Racing 92,4,2,0,2,1,76,92,16
2698,4,TOP 14 2016-2017 - 4ème journée,9,8,Toulouse,4,2,0,2,0,71,89,18
2699,4,TOP 14 2016-2017 - 4ème journée,10,7,Castres,4,1,1,2,1,83,78,5
2700,4,TOP 14 2016-2017 - 4ème journée,11,7,Lyon,4,1,1,2,1,81,100,19
2701,4,TOP 14 2016-2017 - 4ème journée,12,6,Pau,4,1,0,3,2,67,100,33
2702,4,TOP 14 2016-2017 - 4ème journée,13,6,Bayonne,4,1,1,2,0,69,100,31
2703,4,TOP 14 2016-2017 - 4ème journée,14,5,Grenoble,4,1,0,3,1,88,131,43
2704,5,TOP 14 2016-2017 - 5ème journée,1,18,Clermont,5,3,2,0,2,173,108,65
2705,5,TOP 14 2016-2017 - 5ème journée,2,16,La Rochelle,5,3,1,1,2,149,114,35
2706,5,TOP 14 2016-2017 - 5ème journée,3,14,Montpellier,5,3,0,2,2,128,83,45
2707,5,TOP 14 2016-2017 - 5ème journée,4,14,Brive,5,3,1,1,0,120,120,
2708,5,TOP 14 2016-2017 - 5ème journée,5,14,Racing 92,5,3,0,2,2,117,122,5
2709,5,TOP 14 2016-2017 - 5ème journée,6,12,Castres,5,2,1,2,2,129,87,42
2710,5,TOP 14 2016-2017 - 5ème journée,7,11,Paris,5,2,1,2,1,139,126,13
2711,5,TOP 14 2016-2017 - 5ème journée,8,11,Toulon,5,2,0,3,3,128,127,1
2712,5,TOP 14 2016-2017 - 5ème journée,9,11,Lyon,5,2,1,2,1,106,120,14
2713,5,TOP 14 2016-2017 - 5ème journée,10,10,Pau,5,2,0,3,2,90,106,16
2714,5,TOP 14 2016-2017 - 5ème journée,11,9,Toulouse,5,2,0,3,1,91,114,23
2715,5,TOP 14 2016-2017 - 5ème journée,12,9,Bordeaux-Bègles,5,2,0,3,1,103,123,20
2716,5,TOP 14 2016-2017 - 5ème journée,13,6,Bayonne,5,1,1,3,0,78,121,43
2717,5,TOP 14 2016-2017 - 5ème journée,14,5,Grenoble,5,1,0,4,1,97,177,80
2718,6,TOP 14 2016-2017 - 6ème journée,1,21,La Rochelle,6,4,1,1,3,183,131,52
2719,6,TOP 14 2016-2017 - 6ème journée,2,19,Clermont,6,3,2,1,3,194,131,63
2720,6,TOP 14 2016-2017 - 6ème journée,3,19,Montpellier,6,4,0,2,3,170,96,74
2721,6,TOP 14 2016-2017 - 6ème journée,4,16,Castres,6,3,1,2,2,160,110,50
2722,6,TOP 14 2016-2017 - 6ème journée,5,15,Toulon,6,3,0,3,3,151,148,3
2723,6,TOP 14 2016-2017 - 6ème journée,6,14,Bordeaux-Bègles,6,3,0,3,2,135,133,2
2724,6,TOP 14 2016-2017 - 6ème journée,7,14,Brive,6,3,1,2,0,133,162,29
2725,6,TOP 14 2016-2017 - 6ème journée,8,14,Pau,6,3,0,3,2,129,144,15
2726,6,TOP 14 2016-2017 - 6ème journée,9,14,Racing 92,6,3,0,3,2,140,153,13
2727,6,TOP 14 2016-2017 - 6ème journée,10,13,Toulouse,6,3,0,3,1,114,132,18
2728,6,TOP 14 2016-2017 - 6ème journée,11,12,Paris,6,2,1,3,2,157,149,8
2729,6,TOP 14 2016-2017 - 6ème journée,12,11,Lyon,6,2,1,3,1,116,152,36
2730,6,TOP 14 2016-2017 - 6ème journée,13,6,Bayonne,6,1,1,4,0,95,155,60
2731,6,TOP 14 2016-2017 - 6ème journée,14,6,Grenoble,6,1,0,5,2,135,216,81
2732,7,TOP 14 2016-2017 - 7ème journée,1,23,Clermont,7,4,2,1,3,223,150,73
2733,7,TOP 14 2016-2017 - 7ème journée,2,22,La Rochelle,7,4,1,2,4,209,162,47
2734,7,TOP 14 2016-2017 - 7ème journée,3,20,Toulon,7,4,0,3,4,179,154,25
2735,7,TOP 14 2016-2017 - 7ème journée,4,19,Montpellier,7,4,0,3,3,176,124,52
2736,7,TOP 14 2016-2017 - 7ème journée,5,18,Toulouse,7,4,0,3,2,145,135,10
2737,7,TOP 14 2016-2017 - 7ème journée,6,18,Bordeaux-Bègles,7,4,0,3,2,165,161,4
2738,7,TOP 14 2016-2017 - 7ème journée,7,18,Brive,7,4,1,2,0,158,178,20
2739,7,TOP 14 2016-2017 - 7ème journée,8,16,Paris,7,3,1,3,2,188,175,13
2740,7,TOP 14 2016-2017 - 7ème journée,9,16,Castres,7,3,1,3,2,179,139,40
2741,7,TOP 14 2016-2017 - 7ème journée,10,15,Pau,7,3,0,4,3,157,174,17
2742,7,TOP 14 2016-2017 - 7ème journée,11,14,Racing 92,7,3,0,4,2,156,178,22
2743,7,TOP 14 2016-2017 - 7ème journée,12,13,Lyon,7,2,2,3,1,138,174,36
2744,7,TOP 14 2016-2017 - 7ème journée,13,8,Bayonne,7,1,2,4,0,117,177,60
2745,7,TOP 14 2016-2017 - 7ème journée,14,6,Grenoble,7,1,0,6,2,138,247,109
2746,8,TOP 14 2016-2017 - 8ème journée,1,27,Clermont,8,5,2,1,3,252,175,77
2747,8,TOP 14 2016-2017 - 8ème journée,2,24,La Rochelle,8,4,2,2,4,226,179,47
2748,8,TOP 14 2016-2017 - 8ème journée,3,23,Montpellier,8,5,0,3,3,204,143,61
2749,8,TOP 14 2016-2017 - 8ème journée,4,22,Toulon,8,4,1,3,4,196,171,25
2750,8,TOP 14 2016-2017 - 8ème journée,5,22,Bordeaux-Bègles,8,5,0,3,2,192,186,6
2751,8,TOP 14 2016-2017 - 8ème journée,6,19,Toulouse,8,4,0,4,3,170,164,6
2752,8,TOP 14 2016-2017 - 8ème journée,7,19,Brive,8,4,1,3,1,183,205,22
2753,8,TOP 14 2016-2017 - 8ème journée,8,18,Racing 92,8,4,0,4,2,185,200,15
2754,8,TOP 14 2016-2017 - 8ème journée,9,17,Lyon,8,3,2,3,1,165,196,31
2755,8,TOP 14 2016-2017 - 8ème journée,10,16,Castres,8,3,1,4,2,198,167,31
2756,8,TOP 14 2016-2017 - 8ème journée,11,16,Paris,8,3,1,4,2,210,204,6
2757,8,TOP 14 2016-2017 - 8ème journée,12,16,Pau,8,3,0,5,4,179,201,22
2758,8,TOP 14 2016-2017 - 8ème journée,13,11,Grenoble,8,2,0,6,3,182,263,81
2759,8,TOP 14 2016-2017 - 8ème journée,14,8,Bayonne,8,1,2,5,0,133,221,88
2760,9,TOP 14 2016-2017 - 9ème journée,1,32,Clermont,9,6,2,1,4,292,191,101
2761,9,TOP 14 2016-2017 - 9ème journée,2,27,Toulon,9,5,1,3,5,238,183,55
2762,9,TOP 14 2016-2017 - 9ème journée,3,27,Montpellier,9,6,0,3,3,216,154,62
2763,9,TOP 14 2016-2017 - 9ème journée,4,25,La Rochelle,9,4,2,3,5,237,191,46
2764,9,TOP 14 2016-2017 - 9ème journée,5,23,Toulouse,9,5,0,4,3,194,184,10
2765,9,TOP 14 2016-2017 - 9ème journée,6,22,Bordeaux-Bègles,9,5,0,4,2,219,219,
2766,9,TOP 14 2016-2017 - 9ème journée,7,22,Racing 92,9,5,0,4,2,201,203,2
2767,9,TOP 14 2016-2017 - 9ème journée,8,20,Paris,9,4,1,4,2,235,223,12
2768,9,TOP 14 2016-2017 - 9ème journée,9,20,Castres,9,4,1,4,2,231,194,37
2769,9,TOP 14 2016-2017 - 9ème journée,10,19,Brive,9,4,1,4,1,199,245,46
2770,9,TOP 14 2016-2017 - 9ème journée,11,17,Lyon,9,3,2,4,1,184,221,37
2771,9,TOP 14 2016-2017 - 9ème journée,12,17,Pau,9,3,0,6,5,199,225,26
2772,9,TOP 14 2016-2017 - 9ème journée,13,11,Grenoble,9,2,0,7,3,194,305,111
2773,9,TOP 14 2016-2017 - 9ème journée,14,8,Bayonne,9,1,2,6,0,136,237,101
2774,10,TOP 14 2016-2017 - 10ème journée,1,36,Clermont,10,7,2,1,4,313,211,102
2775,10,TOP 14 2016-2017 - 10ème journée,2,30,La Rochelle,10,5,2,3,6,264,197,67
2776,10,TOP 14 2016-2017 - 10ème journée,3,27,Toulon,10,5,1,4,5,251,210,41
2777,10,TOP 14 2016-2017 - 10ème journée,4,27,Toulouse,10,6,0,4,3,210,199,11
2778,10,TOP 14 2016-2017 - 10ème journée,5,27,Montpellier,10,6,0,4,3,225,175,50
2779,10,TOP 14 2016-2017 - 10ème journée,6,26,Bordeaux-Bègles,10,6,0,4,2,256,238,18
2780,10,TOP 14 2016-2017 - 10ème journée,7,26,Racing 92,10,6,0,4,2,222,212,10
2781,10,TOP 14 2016-2017 - 10ème journée,8,23,Brive,10,5,1,4,1,225,254,29
2782,10,TOP 14 2016-2017 - 10ème journée,9,21,Castres,10,4,1,5,3,246,210,36
2783,10,TOP 14 2016-2017 - 10ème journée,10,21,Lyon,10,4,2,4,1,211,234,23
2784,10,TOP 14 2016-2017 - 10ème journée,11,20,Paris,10,4,1,5,2,254,260,6
2785,10,TOP 14 2016-2017 - 10ème journée,12,17,Pau,10,3,0,7,5,205,252,47
2786,10,TOP 14 2016-2017 - 10ème journée,13,12,Grenoble,10,2,0,8,4,214,326,112
2787,10,TOP 14 2016-2017 - 10ème journée,14,8,Bayonne,10,1,2,7,0,145,263,118
2788,11,TOP 14 2016-2017 - 11ème journée,1,36,Clermont,11,7,2,2,4,327,233,94
2789,11,TOP 14 2016-2017 - 11ème journée,2,34,La Rochelle,11,6,2,3,6,289,216,73
2790,11,TOP 14 2016-2017 - 11ème journée,3,31,Toulon,11,6,1,4,5,282,222,60
2791,11,TOP 14 2016-2017 - 11ème journée,4,31,Montpellier,11,7,0,4,3,250,195,55
2792,11,TOP 14 2016-2017 - 11ème journée,5,30,Bordeaux-Bègles,11,7,0,4,2,280,260,20
2793,11,TOP 14 2016-2017 - 11ème journée,6,27,Toulouse,11,6,0,5,3,229,224,5
2794,11,TOP 14 2016-2017 - 11ème journée,7,26,Racing 92,11,6,0,5,2,239,238,1
2795,11,TOP 14 2016-2017 - 11ème journée,8,25,Castres,11,5,1,5,3,278,223,55
2796,11,TOP 14 2016-2017 - 11ème journée,9,23,Brive,11,5,1,5,1,238,286,48
2797,11,TOP 14 2016-2017 - 11ème journée,10,22,Lyon,11,4,2,5,2,231,259,28
2798,11,TOP 14 2016-2017 - 11ème journée,11,21,Pau,11,4,0,7,5,231,269,38
2799,11,TOP 14 2016-2017 - 11ème journée,12,20,Paris,11,4,1,6,2,266,291,25
2800,11,TOP 14 2016-2017 - 11ème journée,13,13,Grenoble,11,2,0,9,5,236,350,114
2801,11,TOP 14 2016-2017 - 11ème journée,14,12,Bayonne,11,2,2,7,0,167,277,110
2802,12,TOP 14 2016-2017 - 12ème journée,1,40,Clermont,12,8,2,2,4,343,246,97
2803,12,TOP 14 2016-2017 - 12ème journée,2,34,Bordeaux-Bègles,12,8,0,4,2,306,260,46
2804,12,TOP 14 2016-2017 - 12ème journée,3,34,La Rochelle,12,6,2,4,6,289,242,47
2805,12,TOP 14 2016-2017 - 12ème journée,4,32,Montpellier,12,7,0,5,4,267,216,51
2806,12,TOP 14 2016-2017 - 12ème journée,5,31,Toulon,12,6,1,5,5,299,256,43
2807,12,TOP 14 2016-2017 - 12ème journée,6,30,Castres,12,6,1,5,4,312,240,72
2808,12,TOP 14 2016-2017 - 12ème journée,7,30,Racing 92,12,7,0,5,2,268,262,6
2809,12,TOP 14 2016-2017 - 12ème journée,8,28,Toulouse,12,6,0,6,4,242,240,2
2810,12,TOP 14 2016-2017 - 12ème journée,9,27,Brive,12,6,1,5,1,276,311,35
2811,12,TOP 14 2016-2017 - 12ème journée,10,24,Paris,12,5,1,6,2,287,308,21
2812,12,TOP 14 2016-2017 - 12ème journée,11,23,Lyon,12,4,2,6,3,244,275,31
2813,12,TOP 14 2016-2017 - 12ème journée,12,21,Pau,12,4,0,8,5,256,307,51
2814,12,TOP 14 2016-2017 - 12ème journée,13,16,Bayonne,12,3,2,7,0,183,290,107
2815,12,TOP 14 2016-2017 - 12ème journée,14,14,Grenoble,12,2,0,10,6,260,379,119
2816,13,TOP 14 2016-2017 - 13ème journée,1,41,Clermont,13,8,2,3,5,378,286,92
2817,13,TOP 14 2016-2017 - 13ème journée,2,37,Montpellier,13,8,0,5,5,318,253,65
2818,13,TOP 14 2016-2017 - 13ème journée,3,36,Toulon,13,7,1,5,6,336,266,70
2819,13,TOP 14 2016-2017 - 13ème journée,4,36,La Rochelle,13,6,3,4,6,312,265,47
2820,13,TOP 14 2016-2017 - 13ème journée,5,34,Castres,13,7,1,5,4,335,259,76
2821,13,TOP 14 2016-2017 - 13ème journée,6,34,Bordeaux-Bègles,13,8,0,5,2,316,297,19
2822,13,TOP 14 2016-2017 - 13ème journée,7,33,Toulouse,13,7,0,6,5,272,252,20
2823,13,TOP 14 2016-2017 - 13ème journée,8,32,Racing 92,13,7,1,5,2,291,285,6
2824,13,TOP 14 2016-2017 - 13ème journée,9,29,Paris,13,6,1,6,3,338,313,25
2825,13,TOP 14 2016-2017 - 13ème journée,10,27,Brive,13,6,1,6,1,288,341,53
2826,13,TOP 14 2016-2017 - 13ème journée,11,25,Pau,13,5,0,8,5,296,342,46
2827,13,TOP 14 2016-2017 - 13ème journée,12,24,Lyon,13,4,2,7,4,263,298,35
2828,13,TOP 14 2016-2017 - 13ème journée,13,16,Bayonne,13,3,2,8,0,188,341,153
2829,13,TOP 14 2016-2017 - 13ème journée,14,14,Grenoble,13,2,0,11,6,297,430,133
2830,14,TOP 14 2016-2017 - 14ème journée,1,46,Clermont,14,9,2,3,6,424,296,128
2831,14,TOP 14 2016-2017 - 14ème journée,2,41,Montpellier,14,9,0,5,5,351,282,69
2832,14,TOP 14 2016-2017 - 14ème journée,3,41,La Rochelle,14,7,3,4,7,354,282,72
2833,14,TOP 14 2016-2017 - 14ème journée,4,37,Toulon,14,7,1,6,7,365,299,66
2834,14,TOP 14 2016-2017 - 14ème journée,5,36,Racing 92,14,8,1,5,2,314,295,19
2835,14,TOP 14 2016-2017 - 14ème journée,6,35,Bordeaux-Bègles,14,8,0,6,3,332,315,17
2836,14,TOP 14 2016-2017 - 14ème journée,7,34,Toulouse,14,7,0,7,6,294,278,16
2837,14,TOP 14 2016-2017 - 14ème journée,8,34,Castres,14,7,1,6,4,345,282,63
2838,14,TOP 14 2016-2017 - 14ème journée,9,31,Brive,14,7,1,6,1,310,347,37
2839,14,TOP 14 2016-2017 - 14ème journée,10,29,Pau,14,6,0,8,5,314,358,44
2840,14,TOP 14 2016-2017 - 14ème journée,11,29,Paris,14,6,1,7,3,348,359,11
2841,14,TOP 14 2016-2017 - 14ème journée,12,24,Lyon,14,4,2,8,4,269,320,51
2842,14,TOP 14 2016-2017 - 14ème journée,13,18,Grenoble,14,3,0,11,6,323,452,129
2843,14,TOP 14 2016-2017 - 14ème journée,14,16,Bayonne,14,3,2,9,0,205,383,178
2844,15,TOP 14 2016-2017 - 15ème journée,1,46,Clermont,15,9,2,4,6,444,322,122
2845,15,TOP 14 2016-2017 - 15ème journée,2,46,La Rochelle,15,8,3,4,8,394,285,109
2846,15,TOP 14 2016-2017 - 15ème journée,3,42,Montpellier,15,9,0,6,6,378,314,64
2847,15,TOP 14 2016-2017 - 15ème journée,4,41,Toulon,15,8,1,6,7,382,310,72
2848,15,TOP 14 2016-2017 - 15ème journée,5,39,Castres,15,8,1,6,5,392,300,92
2849,15,TOP 14 2016-2017 - 15ème journée,6,38,Toulouse,15,8,0,7,6,320,298,22
2850,15,TOP 14 2016-2017 - 15ème journée,7,36,Bordeaux-Bègles,15,8,0,7,4,348,334,14
2851,15,TOP 14 2016-2017 - 15ème journée,8,36,Racing 92,15,8,1,6,2,325,312,13
2852,15,TOP 14 2016-2017 - 15ème journée,9,33,Pau,15,7,0,8,5,346,385,39
2853,15,TOP 14 2016-2017 - 15ème journée,10,33,Paris,15,7,1,7,3,360,369,9
2854,15,TOP 14 2016-2017 - 15ème journée,11,32,Brive,15,7,1,7,2,320,359,39
2855,15,TOP 14 2016-2017 - 15ème journée,12,28,Lyon,15,5,2,8,4,288,336,48
2856,15,TOP 14 2016-2017 - 15ème journée,13,18,Grenoble,15,3,0,12,6,326,492,166
2857,15,TOP 14 2016-2017 - 15ème journée,14,16,Bayonne,15,3,2,10,0,223,430,207
2858,16,TOP 14 2016-2017 - 16ème journée,1,51,Clermont,16,10,2,4,7,474,328,146
2859,16,TOP 14 2016-2017 - 16ème journée,2,50,La Rochelle,16,9,3,4,8,416,293,123
2860,16,TOP 14 2016-2017 - 16ème journée,3,46,Montpellier,16,10,0,6,6,409,340,69
2861,16,TOP 14 2016-2017 - 16ème journée,4,42,Toulouse,16,9,0,7,6,338,313,25
2862,16,TOP 14 2016-2017 - 16ème journée,5,41,Toulon,16,8,1,7,7,388,340,48
2863,16,TOP 14 2016-2017 - 16ème journée,6,39,Castres,16,8,1,7,5,400,322,78
2864,16,TOP 14 2016-2017 - 16ème journée,7,37,Bordeaux-Bègles,16,8,0,8,5,374,365,9
2865,16,TOP 14 2016-2017 - 16ème journée,8,36,Brive,16,8,1,7,2,343,381,38
2866,16,TOP 14 2016-2017 - 16ème journée,9,36,"Racing 92            
            *",15,8,1,6,2,325,312,13
2867,16,TOP 14 2016-2017 - 16ème journée,10,34,Paris,16,7,1,8,4,375,387,12
2868,16,TOP 14 2016-2017 - 16ème journée,11,33,"Pau            
            **",15,7,0,8,5,346,385,39
2869,16,TOP 14 2016-2017 - 16ème journée,12,28,"Lyon            
            ***",15,5,2,8,4,288,336,48
2870,16,TOP 14 2016-2017 - 16ème journée,13,19,Grenoble,16,3,0,13,7,348,515,167
2871,16,TOP 14 2016-2017 - 16ème journée,14,16,"Bayonne            
            ****",15,3,2,10,0,223,430,207
2872,17,TOP 14 2016-2017 - 17ème journée,1,54,La Rochelle,17,10,3,4,8,439,313,126
2873,17,TOP 14 2016-2017 - 17ème journée,2,53,Clermont,17,10,3,4,7,497,351,146
2874,17,TOP 14 2016-2017 - 17ème journée,3,46,Montpellier,17,10,0,7,6,434,378,56
2875,17,TOP 14 2016-2017 - 17ème journée,4,43,Castres,17,9,1,7,5,438,347,91
2876,17,TOP 14 2016-2017 - 17ème journée,5,42,Toulon,17,8,1,8,8,408,363,45
2877,17,TOP 14 2016-2017 - 17ème journée,6,42,"Pau            
            *",17,9,0,8,6,404,410,6
2878,17,TOP 14 2016-2017 - 17ème journée,7,42,Toulouse,17,9,0,8,6,348,333,15
2879,17,TOP 14 2016-2017 - 17ème journée,8,41,"Racing 92            
            **",17,9,1,7,3,409,369,40
2880,17,TOP 14 2016-2017 - 17ème journée,9,39,Bordeaux-Bègles,17,8,1,8,5,397,388,9
2881,17,TOP 14 2016-2017 - 17ème journée,10,36,Brive,17,8,1,8,2,366,414,48
2882,17,TOP 14 2016-2017 - 17ème journée,11,34,Paris,17,7,1,9,4,397,431,34
2883,17,TOP 14 2016-2017 - 17ème journée,12,33,"Lyon            
            ***",17,6,2,9,5,340,399,59
2884,17,TOP 14 2016-2017 - 17ème journée,13,23,Grenoble,17,4,0,13,7,392,537,145
2885,17,TOP 14 2016-2017 - 17ème journée,14,20,"Bayonne            
            ****",17,4,2,11,0,276,512,236
2886,18,TOP 14 2016-2017 - 18ème journée,1,58,Clermont,18,11,3,4,8,543,378,165
2887,18,TOP 14 2016-2017 - 18ème journée,2,58,La Rochelle,18,11,3,4,8,476,331,145
2888,18,TOP 14 2016-2017 - 18ème journée,3,50,Montpellier,18,11,0,7,6,461,396,65
2889,18,TOP 14 2016-2017 - 18ème journée,4,47,Castres,18,10,1,7,5,467,364,103
2890,18,TOP 14 2016-2017 - 18ème journée,5,46,Toulon,18,9,1,8,8,439,380,59
2891,18,TOP 14 2016-2017 - 18ème journée,6,46,Pau,18,10,0,8,6,443,432,11
2892,18,TOP 14 2016-2017 - 18ème journée,7,45,Racing 92,18,10,1,7,3,442,394,48
2893,18,TOP 14 2016-2017 - 18ème journée,8,42,Toulouse,18,9,0,9,6,366,360,6
2894,18,TOP 14 2016-2017 - 18ème journée,9,39,Bordeaux-Bègles,18,8,1,9,5,414,417,3
2895,18,TOP 14 2016-2017 - 18ème journée,10,36,Brive,18,8,1,9,2,391,447,56
2896,18,TOP 14 2016-2017 - 18ème journée,11,34,Paris,18,7,1,10,4,415,468,53
2897,18,TOP 14 2016-2017 - 18ème journée,12,33,Lyon,18,6,2,10,5,357,430,73
2898,18,TOP 14 2016-2017 - 18ème journée,13,23,Grenoble,18,4,0,14,7,414,576,162
2899,18,TOP 14 2016-2017 - 18ème journée,14,20,Bayonne,18,4,2,12,0,303,558,255
2900,19,TOP 14 2016-2017 - 19ème journée,1,62,La Rochelle,19,12,3,4,8,503,352,151
2901,19,TOP 14 2016-2017 - 19ème journée,2,58,Clermont,19,11,3,5,8,559,404,155
2902,19,TOP 14 2016-2017 - 19ème journée,3,51,Castres,19,11,1,7,5,493,380,113
2903,19,TOP 14 2016-2017 - 19ème journée,4,50,Montpellier,19,11,0,8,6,464,412,52
2904,19,TOP 14 2016-2017 - 19ème journée,5,48,Pau,19,10,1,8,6,468,457,11
2905,19,TOP 14 2016-2017 - 19ème journée,6,46,Toulon,19,9,1,9,8,444,395,49
2906,19,TOP 14 2016-2017 - 19ème journée,7,45,Racing 92,19,10,1,8,3,452,413,39
2907,19,TOP 14 2016-2017 - 19ème journée,8,42,Toulouse,19,9,0,10,6,387,387,
2908,19,TOP 14 2016-2017 - 19ème journée,9,40,Brive,19,9,1,9,2,406,452,46
2909,19,TOP 14 2016-2017 - 19ème journée,10,39,Paris,19,8,1,10,5,447,477,30
2910,19,TOP 14 2016-2017 - 19ème journée,11,39,Bordeaux-Bègles,19,8,1,10,5,423,449,26
2911,19,TOP 14 2016-2017 - 19ème journée,12,37,Lyon,19,7,2,10,5,373,433,60
