season|day_url|day|classement|nb_pts|equipe|nb_matchs_joues|victoire|nul|defaite|bonus|pts_marques|pts_pris|ga
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9315|11|11.0|20.0|Bayonne|11.0|4.0|0.0|7.0|4.0|158.0|243.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9315|11|12.0|16.0|SU Agen|11.0|3.0|0.0|8.0|4.0|200.0|297.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9315|11|13.0|16.0|Union Bordeaux-Bègles|11.0|3.0|0.0|8.0|4.0|206.0|259.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9315|11|14.0|6.0|Mont-de-Marsan|11.0|1.0|0.0|10.0|2.0|155.0|305.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|1.0|47.0|RC Toulon|12.0|10.0|0.0|2.0|7.0|368.0|187.0|181.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|2.0|42.0|Stade Toulousain|12.0|9.0|0.0|3.0|6.0|373.0|232.0|141.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|3.0|40.0|ASM Clermont|12.0|9.0|0.0|3.0|4.0|269.0|203.0|66.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|4.0|37.0|Castres Olympique|12.0|8.0|1.0|3.0|3.0|278.0|222.0|56.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|5.0|36.0|Montpellier Hérault Rugby|12.0|8.0|0.0|4.0|4.0|245.0|224.0|21.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|6.0|30.0|FC Grenoble Rugby|12.0|7.0|0.0|5.0|2.0|273.0|278.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|7.0|28.0|Biarritz|12.0|6.0|0.0|6.0|4.0|231.0|225.0|6.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|8.0|26.0|USA Perpignan|12.0|5.0|0.0|7.0|6.0|277.0|280.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|9.0|25.0|Racing 92|12.0|5.0|0.0|7.0|5.0|203.0|217.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|10.0|24.0|Stade Français Paris|12.0|5.0|1.0|6.0|2.0|268.0|280.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|11.0|21.0|Bayonne|12.0|4.0|0.0|8.0|5.0|180.0|272.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|12.0|17.0|Union Bordeaux-Bègles|12.0|3.0|0.0|9.0|5.0|228.0|284.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|13.0|16.0|SU Agen|12.0|3.0|0.0|9.0|4.0|213.0|336.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9316|12|14.0|6.0|Mont-de-Marsan|12.0|1.0|0.0|11.0|2.0|170.0|336.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|1.0|51.0|RC Toulon|13.0|11.0|0.0|2.0|7.0|383.0|196.0|187.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|2.0|44.0|ASM Clermont|13.0|10.0|0.0|3.0|4.0|297.0|227.0|70.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|3.0|42.0|Stade Toulousain|13.0|9.0|0.0|4.0|6.0|379.0|247.0|132.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|4.0|42.0|Castres Olympique|13.0|9.0|1.0|3.0|4.0|309.0|232.0|77.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|5.0|36.0|Montpellier Hérault Rugby|13.0|8.0|0.0|5.0|4.0|264.0|254.0|10.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|6.0|34.0|FC Grenoble Rugby|13.0|8.0|0.0|5.0|2.0|288.0|284.0|4.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|7.0|30.0|USA Perpignan|13.0|6.0|0.0|7.0|6.0|307.0|299.0|8.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|8.0|28.0|Stade Français Paris|13.0|6.0|1.0|6.0|2.0|304.0|303.0|1.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|9.0|28.0|Biarritz|13.0|6.0|0.0|7.0|4.0|254.0|261.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|10.0|26.0|Bayonne|13.0|5.0|0.0|8.0|6.0|219.0|285.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|11.0|25.0|Racing 92|13.0|5.0|0.0|8.0|5.0|213.0|248.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|12.0|18.0|Union Bordeaux-Bègles|13.0|3.0|0.0|10.0|6.0|252.0|312.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|13.0|17.0|SU Agen|13.0|3.0|0.0|10.0|5.0|222.0|351.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9317|13|14.0|6.0|Mont-de-Marsan|13.0|1.0|0.0|12.0|2.0|183.0|375.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|1.0|56.0|RC Toulon|14.0|12.0|0.0|2.0|8.0|429.0|209.0|220.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|2.0|49.0|ASM Clermont|14.0|11.0|0.0|3.0|5.0|345.0|230.0|115.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|3.0|46.0|Stade Toulousain|14.0|10.0|0.0|4.0|6.0|397.0|263.0|134.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|4.0|43.0|Castres Olympique|14.0|9.0|1.0|4.0|5.0|325.0|250.0|75.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|5.0|41.0|Montpellier Hérault Rugby|14.0|9.0|0.0|5.0|5.0|318.0|270.0|48.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|6.0|38.0|FC Grenoble Rugby|14.0|9.0|0.0|5.0|2.0|307.0|293.0|14.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|7.0|32.0|Biarritz|14.0|7.0|0.0|7.0|4.0|273.0|279.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|8.0|30.0|USA Perpignan|14.0|6.0|0.0|8.0|6.0|320.0|345.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|9.0|30.0|Racing 92|14.0|6.0|0.0|8.0|6.0|253.0|254.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|10.0|28.0|Stade Français Paris|14.0|6.0|1.0|7.0|2.0|320.0|357.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|11.0|26.0|Bayonne|14.0|5.0|0.0|9.0|6.0|222.0|333.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|12.0|18.0|Union Bordeaux-Bègles|14.0|3.0|0.0|11.0|6.0|261.0|331.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|13.0|17.0|SU Agen|14.0|3.0|0.0|11.0|5.0|228.0|391.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9318|14|14.0|7.0|Mont-de-Marsan|14.0|1.0|0.0|13.0|3.0|201.0|394.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|1.0|57.0|RC Toulon|15.0|12.0|0.0|3.0|9.0|444.0|228.0|216.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|2.0|53.0|ASM Clermont|15.0|12.0|0.0|3.0|5.0|381.0|248.0|133.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|3.0|50.0|Stade Toulousain|15.0|11.0|0.0|4.0|6.0|413.0|275.0|138.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|4.0|44.0|Castres Olympique|15.0|9.0|1.0|5.0|6.0|337.0|264.0|73.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|5.0|42.0|FC Grenoble Rugby|15.0|10.0|0.0|5.0|2.0|321.0|305.0|16.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|6.0|41.0|Montpellier Hérault Rugby|15.0|9.0|0.0|6.0|5.0|336.0|306.0|30.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|7.0|36.0|Biarritz|15.0|8.0|0.0|7.0|4.0|289.0|290.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|8.0|34.0|USA Perpignan|15.0|7.0|0.0|8.0|6.0|346.0|361.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|9.0|34.0|Racing 92|15.0|7.0|0.0|8.0|6.0|272.0|269.0|3.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|10.0|32.0|Stade Français Paris|15.0|7.0|1.0|7.0|2.0|341.0|370.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|11.0|26.0|Bayonne|15.0|5.0|0.0|10.0|6.0|235.0|354.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|12.0|18.0|SU Agen|15.0|3.0|0.0|12.0|6.0|239.0|407.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|13.0|18.0|Union Bordeaux-Bègles|15.0|3.0|0.0|12.0|6.0|277.0|357.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9319|15|14.0|8.0|Mont-de-Marsan|15.0|1.0|0.0|14.0|4.0|213.0|410.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|1.0|61.0|RC Toulon|16.0|13.0|0.0|3.0|9.0|459.0|237.0|222.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|2.0|54.0|Stade Toulousain|16.0|12.0|0.0|4.0|6.0|432.0|289.0|143.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|3.0|54.0|ASM Clermont|16.0|12.0|0.0|4.0|6.0|400.0|274.0|126.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|4.0|45.0|Montpellier Hérault Rugby|16.0|10.0|0.0|6.0|5.0|349.0|315.0|34.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|5.0|44.0|Castres Olympique|16.0|9.0|1.0|6.0|6.0|349.0|286.0|63.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|6.0|42.0|FC Grenoble Rugby|16.0|10.0|0.0|6.0|2.0|327.0|340.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|7.0|38.0|USA Perpignan|16.0|8.0|0.0|8.0|6.0|372.0|380.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|8.0|38.0|Racing 92|16.0|8.0|0.0|8.0|6.0|294.0|284.0|10.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|9.0|37.0|Stade Français Paris|16.0|8.0|1.0|7.0|3.0|376.0|376.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|10.0|37.0|Biarritz|16.0|8.0|0.0|8.0|5.0|303.0|309.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|11.0|30.0|Bayonne|16.0|6.0|0.0|10.0|6.0|257.0|366.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|12.0|19.0|SU Agen|16.0|3.0|0.0|13.0|7.0|248.0|420.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|13.0|19.0|Union Bordeaux-Bègles|16.0|3.0|0.0|13.0|7.0|292.0|379.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9320|16|14.0|9.0|Mont-de-Marsan|16.0|1.0|0.0|15.0|5.0|222.0|425.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|1.0|61.0|RC Toulon|17.0|13.0|0.0|4.0|9.0|459.0|278.0|181.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|2.0|55.0|ASM Clermont|17.0|12.0|0.0|5.0|7.0|406.0|286.0|120.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|3.0|54.0|Stade Toulousain|17.0|12.0|0.0|5.0|6.0|441.0|311.0|130.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|4.0|49.0|Montpellier Hérault Rugby|17.0|11.0|0.0|6.0|5.0|382.0|325.0|57.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|5.0|49.0|Castres Olympique|17.0|10.0|1.0|6.0|7.0|393.0|299.0|94.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|6.0|42.0|FC Grenoble Rugby|17.0|10.0|0.0|7.0|2.0|341.0|372.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|7.0|42.0|Racing 92|17.0|9.0|0.0|8.0|6.0|306.0|290.0|16.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|8.0|39.0|USA Perpignan|17.0|8.0|0.0|9.0|7.0|382.0|393.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|9.0|37.0|Stade Français Paris|17.0|8.0|1.0|8.0|3.0|389.0|420.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|10.0|37.0|Biarritz|17.0|8.0|0.0|9.0|5.0|313.0|342.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|11.0|34.0|Bayonne|17.0|7.0|0.0|10.0|6.0|270.0|376.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|12.0|24.0|Union Bordeaux-Bègles|17.0|4.0|0.0|13.0|8.0|333.0|379.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|13.0|23.0|SU Agen|17.0|4.0|0.0|13.0|7.0|270.0|429.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9321|17|14.0|14.0|Mont-de-Marsan|17.0|2.0|0.0|15.0|6.0|254.0|439.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|1.0|66.0|RC Toulon|18.0|14.0|0.0|4.0|10.0|510.0|284.0|226.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|2.0|60.0|ASM Clermont|18.0|13.0|0.0|5.0|8.0|462.0|289.0|173.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|3.0|55.0|Stade Toulousain|18.0|12.0|0.0|6.0|7.0|459.0|330.0|129.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|4.0|50.0|Castres Olympique|18.0|10.0|1.0|7.0|8.0|402.0|314.0|88.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|5.0|49.0|Montpellier Hérault Rugby|18.0|11.0|0.0|7.0|5.0|388.0|376.0|12.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|6.0|46.0|FC Grenoble Rugby|18.0|11.0|0.0|7.0|2.0|368.0|385.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|7.0|46.0|Racing 92|18.0|10.0|0.0|8.0|6.0|321.0|300.0|21.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|8.0|43.0|USA Perpignan|18.0|9.0|0.0|9.0|7.0|401.0|411.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|9.0|41.0|Stade Français Paris|18.0|9.0|1.0|8.0|3.0|419.0|434.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|10.0|41.0|Biarritz|18.0|9.0|0.0|9.0|5.0|328.0|351.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|11.0|35.0|Bayonne|18.0|7.0|0.0|11.0|7.0|280.0|391.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|12.0|24.0|Union Bordeaux-Bègles|18.0|4.0|0.0|14.0|8.0|347.0|409.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|13.0|23.0|SU Agen|18.0|4.0|0.0|14.0|7.0|283.0|456.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9322|18|14.0|14.0|Mont-de-Marsan|18.0|2.0|0.0|16.0|6.0|257.0|495.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|1.0|67.0|RC Toulon|19.0|14.0|0.0|5.0|11.0|530.0|309.0|221.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|2.0|64.0|ASM Clermont|19.0|14.0|0.0|5.0|8.0|479.0|299.0|180.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|3.0|60.0|Stade Toulousain|19.0|13.0|0.0|6.0|8.0|501.0|336.0|165.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|4.0|54.0|Castres Olympique|19.0|11.0|1.0|7.0|8.0|427.0|334.0|93.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|5.0|53.0|Montpellier Hérault Rugby|19.0|12.0|0.0|7.0|5.0|403.0|389.0|14.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|6.0|50.0|Racing 92|19.0|11.0|0.0|8.0|6.0|344.0|311.0|33.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|7.0|47.0|FC Grenoble Rugby|19.0|11.0|0.0|8.0|3.0|378.0|402.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|8.0|47.0|USA Perpignan|19.0|10.0|0.0|9.0|7.0|433.0|427.0|6.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|9.0|41.0|Stade Français Paris|19.0|9.0|1.0|9.0|3.0|435.0|466.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|10.0|41.0|Biarritz|19.0|9.0|0.0|10.0|5.0|339.0|374.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|11.0|35.0|Bayonne|19.0|7.0|0.0|12.0|7.0|286.0|433.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|12.0|27.0|SU Agen|19.0|5.0|0.0|14.0|7.0|292.0|459.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|13.0|25.0|Union Bordeaux-Bègles|19.0|4.0|0.0|15.0|9.0|360.0|424.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9323|19|14.0|15.0|Mont-de-Marsan|19.0|2.0|0.0|17.0|7.0|260.0|504.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|1.0|71.0|RC Toulon|20.0|15.0|0.0|5.0|11.0|565.0|325.0|240.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|2.0|69.0|ASM Clermont|20.0|15.0|0.0|5.0|9.0|516.0|309.0|207.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|3.0|60.0|Stade Toulousain|20.0|13.0|0.0|7.0|8.0|517.0|371.0|146.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|4.0|58.0|Castres Olympique|20.0|12.0|1.0|7.0|8.0|453.0|354.0|99.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|5.0|54.0|Montpellier Hérault Rugby|20.0|12.0|0.0|8.0|6.0|423.0|415.0|8.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|6.0|54.0|Racing 92|20.0|12.0|0.0|8.0|6.0|367.0|314.0|53.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|7.0|51.0|USA Perpignan|20.0|11.0|0.0|9.0|7.0|464.0|444.0|20.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|8.0|47.0|FC Grenoble Rugby|20.0|11.0|0.0|9.0|3.0|381.0|425.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|9.0|43.0|Biarritz|20.0|9.0|1.0|10.0|5.0|345.0|380.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|10.0|41.0|Stade Français Paris|20.0|9.0|1.0|10.0|3.0|445.0|503.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|11.0|37.0|Bayonne|20.0|7.0|1.0|12.0|7.0|292.0|439.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|12.0|30.0|Union Bordeaux-Bègles|20.0|5.0|0.0|15.0|10.0|408.0|441.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|13.0|27.0|SU Agen|20.0|5.0|0.0|15.0|7.0|309.0|507.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9324|20|14.0|15.0|Mont-de-Marsan|20.0|2.0|0.0|18.0|7.0|277.0|535.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|1.0|76.0|RC Toulon|21.0|16.0|0.0|5.0|12.0|615.0|340.0|275.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|2.0|74.0|ASM Clermont|21.0|16.0|0.0|5.0|10.0|553.0|319.0|234.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|3.0|64.0|Stade Toulousain|21.0|14.0|0.0|7.0|8.0|550.0|403.0|147.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|4.0|58.0|Castres Olympique|21.0|12.0|1.0|8.0|8.0|463.0|391.0|72.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|5.0|58.0|Racing 92|21.0|13.0|0.0|8.0|6.0|384.0|329.0|55.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|6.0|55.0|USA Perpignan|21.0|12.0|0.0|9.0|7.0|484.0|462.0|22.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|7.0|55.0|Montpellier Hérault Rugby|21.0|12.0|0.0|9.0|7.0|438.0|432.0|6.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|8.0|48.0|FC Grenoble Rugby|21.0|11.0|0.0|10.0|4.0|399.0|445.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|9.0|46.0|Stade Français Paris|21.0|10.0|1.0|10.0|4.0|487.0|517.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|10.0|43.0|Biarritz|21.0|9.0|1.0|11.0|5.0|360.0|430.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|11.0|41.0|Bayonne|21.0|8.0|1.0|12.0|7.0|322.0|459.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|12.0|31.0|Union Bordeaux-Bègles|21.0|5.0|0.0|16.0|11.0|440.0|474.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|13.0|27.0|SU Agen|21.0|5.0|0.0|16.0|7.0|329.0|537.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9325|21|14.0|15.0|Mont-de-Marsan|21.0|2.0|0.0|19.0|7.0|291.0|577.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|1.0|77.0|RC Toulon|22.0|16.0|0.0|6.0|13.0|643.0|373.0|270.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|2.0|75.0|ASM Clermont|22.0|16.0|0.0|6.0|11.0|581.0|351.0|230.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|3.0|69.0|Stade Toulousain|22.0|15.0|0.0|7.0|9.0|593.0|419.0|174.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|4.0|62.0|Castres Olympique|22.0|13.0|1.0|8.0|8.0|483.0|400.0|83.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|5.0|62.0|Racing 92|22.0|14.0|0.0|8.0|6.0|407.0|348.0|59.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|6.0|59.0|Montpellier Hérault Rugby|22.0|13.0|0.0|9.0|7.0|454.0|441.0|13.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|7.0|56.0|USA Perpignan|22.0|12.0|0.0|10.0|8.0|503.0|485.0|18.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|8.0|49.0|FC Grenoble Rugby|22.0|11.0|0.0|11.0|5.0|408.0|461.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|9.0|47.0|Biarritz|22.0|10.0|1.0|11.0|5.0|392.0|458.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|10.0|46.0|Stade Français Paris|22.0|10.0|1.0|11.0|4.0|503.0|560.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|11.0|45.0|Bayonne|22.0|9.0|1.0|12.0|7.0|355.0|487.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|12.0|36.0|Union Bordeaux-Bègles|22.0|6.0|0.0|16.0|12.0|480.0|481.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|13.0|27.0|SU Agen|22.0|5.0|0.0|17.0|7.0|338.0|557.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9326|22|14.0|15.0|Mont-de-Marsan|22.0|2.0|0.0|20.0|7.0|298.0|617.0|
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9327|23|1.0|82.0|RC Toulon|23.0|17.0|0.0|6.0|14.0|686.0|384.0|302.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9327|23|2.0|80.0|ASM Clermont|23.0|17.0|0.0|6.0|12.0|647.0|372.0|275.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9327|23|3.0|73.0|Stade Toulousain|23.0|16.0|0.0|7.0|9.0|620.0|445.0|175.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9327|23|4.0|66.0|Castres Olympique|23.0|14.0|1.0|8.0|8.0|504.0|420.0|84.0
2012-2013|/rugby-top-14/classement-rugby-top-14?season=14530&day=9327|23|5.0|63.0|Montpellier Hérault Rugby|23.0|14.0|0.0|9.0|7.0|484.0|458.0|26.0
