season|day_url|day|classement|nb_pts|equipe|nb_matchs_joues|victoire|nul|defaite|bonus|pts_marques|pts_pris|ga
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|1.0|5.0|Montpellier Hérault Rugby|1.0|1.0|0.0|0.0|1.0|48.0|19.0|29.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|2.0|4.0|RC Toulon|1.0|1.0|0.0|0.0|0.0|41.0|14.0|27.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|3.0|4.0|LOU Rugby|1.0|1.0|0.0|0.0|0.0|25.0|16.0|9.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|4.0|4.0|Stade Rochelais|1.0|1.0|0.0|0.0|0.0|19.0|10.0|9.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|5.0|4.0|Union Bordeaux-Bègles|1.0|1.0|0.0|0.0|0.0|32.0|25.0|7.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|6.0|4.0|Racing 92|1.0|1.0|0.0|0.0|0.0|25.0|21.0|4.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|7.0|2.0|Stade Toulousain|1.0|0.0|1.0|0.0|0.0|23.0|23.0|
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|8.0|2.0|Oyonnax|1.0|0.0|1.0|0.0|0.0|23.0|23.0|
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|9.0|1.0|Castres Olympique|1.0|0.0|0.0|1.0|1.0|21.0|25.0|4.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|10.0|0.0|ASM Clermont|1.0|0.0|0.0|1.0|0.0|25.0|32.0|7.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|11.0|0.0|Stade Français Paris|1.0|0.0|0.0|1.0|0.0|16.0|25.0|9.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|12.0|0.0|Brive|1.0|0.0|0.0|1.0|0.0|10.0|19.0|9.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|13.0|0.0|Section Paloise|1.0|0.0|0.0|1.0|0.0|14.0|41.0|27.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24651|1|14.0|0.0|SU Agen|1.0|0.0|0.0|1.0|0.0|19.0|48.0|29.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|1.0|10.0|Montpellier Hérault Rugby|2.0|2.0|0.0|0.0|2.0|85.0|25.0|60.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|2.0|8.0|LOU Rugby|2.0|2.0|0.0|0.0|0.0|54.0|30.0|24.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|3.0|6.0|Castres Olympique|2.0|1.0|0.0|1.0|2.0|54.0|44.0|10.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|4.0|6.0|Stade Toulousain|2.0|1.0|1.0|0.0|0.0|46.0|42.0|4.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|5.0|5.0|RC Toulon|2.0|1.0|0.0|1.0|1.0|57.0|35.0|22.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|6.0|5.0|Racing 92|2.0|1.0|0.0|1.0|1.0|44.0|44.0|
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|7.0|4.0|Stade Français Paris|2.0|1.0|0.0|1.0|0.0|51.0|49.0|2.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|8.0|4.0|Union Bordeaux-Bègles|2.0|1.0|0.0|1.0|0.0|51.0|58.0|7.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|9.0|4.0|ASM Clermont|2.0|1.0|0.0|1.0|0.0|46.0|48.0|2.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|10.0|4.0|Stade Rochelais|2.0|1.0|0.0|1.0|0.0|43.0|45.0|2.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|11.0|4.0|SU Agen|2.0|1.0|0.0|1.0|0.0|42.0|67.0|25.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|12.0|2.0|Oyonnax|2.0|0.0|1.0|1.0|0.0|29.0|60.0|31.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|13.0|1.0|Section Paloise|2.0|0.0|0.0|2.0|1.0|33.0|64.0|31.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24649|2|14.0|0.0|Brive|2.0|0.0|0.0|2.0|0.0|24.0|48.0|24.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|1.0|14.0|Montpellier Hérault Rugby|3.0|3.0|0.0|0.0|2.0|107.0|42.0|65.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|2.0|10.0|Racing 92|3.0|2.0|0.0|1.0|2.0|69.0|50.0|19.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|3.0|9.0|Stade Rochelais|3.0|2.0|0.0|1.0|1.0|94.0|65.0|29.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|4.0|9.0|RC Toulon|3.0|2.0|0.0|1.0|1.0|77.0|51.0|26.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|5.0|8.0|Union Bordeaux-Bègles|3.0|2.0|0.0|1.0|0.0|81.0|68.0|13.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|6.0|8.0|LOU Rugby|3.0|2.0|0.0|1.0|0.0|68.0|60.0|8.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|7.0|7.0|Castres Olympique|3.0|1.0|0.0|2.0|3.0|71.0|66.0|5.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|8.0|7.0|Stade Toulousain|3.0|1.0|1.0|1.0|1.0|62.0|62.0|
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|9.0|6.0|Oyonnax|3.0|1.0|1.0|1.0|0.0|41.0|70.0|29.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|10.0|5.0|Section Paloise|3.0|1.0|0.0|2.0|1.0|63.0|78.0|15.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|11.0|5.0|SU Agen|3.0|1.0|0.0|2.0|1.0|52.0|79.0|27.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|12.0|4.0|Stade Français Paris|3.0|1.0|0.0|2.0|0.0|61.0|79.0|18.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|13.0|4.0|ASM Clermont|3.0|1.0|0.0|2.0|0.0|66.0|99.0|33.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24647|3|14.0|0.0|Brive|3.0|0.0|0.0|3.0|0.0|30.0|73.0|43.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|1.0|19.0|Montpellier Hérault Rugby|4.0|4.0|0.0|0.0|3.0|150.0|62.0|88.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|2.0|14.0|Racing 92|4.0|3.0|0.0|1.0|2.0|94.0|63.0|31.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|3.0|13.0|LOU Rugby|4.0|3.0|0.0|1.0|1.0|117.0|74.0|43.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|4.0|13.0|Stade Rochelais|4.0|3.0|0.0|1.0|1.0|114.0|80.0|34.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|5.0|12.0|Stade Toulousain|4.0|2.0|1.0|1.0|2.0|115.0|79.0|36.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|6.0|9.0|RC Toulon|4.0|2.0|0.0|2.0|1.0|97.0|94.0|3.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|7.0|9.0|ASM Clermont|4.0|2.0|0.0|2.0|1.0|128.0|105.0|23.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|8.0|9.0|Section Paloise|4.0|2.0|0.0|2.0|1.0|91.0|91.0|
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|9.0|8.0|Union Bordeaux-Bègles|4.0|2.0|0.0|2.0|0.0|95.0|117.0|22.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|10.0|7.0|Castres Olympique|4.0|1.0|0.0|3.0|3.0|84.0|94.0|10.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|11.0|6.0|Oyonnax|4.0|1.0|1.0|2.0|0.0|54.0|95.0|41.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|12.0|6.0|SU Agen|4.0|1.0|0.0|3.0|2.0|67.0|99.0|32.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|13.0|4.0|Stade Français Paris|4.0|1.0|0.0|3.0|0.0|78.0|132.0|54.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24645|4|14.0|0.0|Brive|4.0|0.0|0.0|4.0|0.0|36.0|135.0|99.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|1.0|19.0|Montpellier Hérault Rugby|5.0|4.0|0.0|1.0|3.0|167.0|109.0|58.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|2.0|18.0|Stade Rochelais|5.0|4.0|0.0|1.0|2.0|171.0|92.0|79.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|3.0|18.0|LOU Rugby|5.0|4.0|0.0|1.0|2.0|148.0|86.0|62.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|4.0|16.0|Stade Toulousain|5.0|3.0|1.0|1.0|2.0|137.0|98.0|39.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|5.0|15.0|Racing 92|5.0|3.0|0.0|2.0|3.0|115.0|86.0|29.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|6.0|14.0|RC Toulon|5.0|3.0|0.0|2.0|2.0|116.0|109.0|7.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|7.0|13.0|Union Bordeaux-Bègles|5.0|3.0|0.0|2.0|1.0|142.0|134.0|8.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|8.0|13.0|ASM Clermont|5.0|3.0|0.0|2.0|1.0|151.0|126.0|25.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|9.0|13.0|Section Paloise|5.0|3.0|0.0|2.0|1.0|111.0|105.0|6.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|10.0|7.0|Castres Olympique|5.0|1.0|0.0|4.0|3.0|96.0|125.0|29.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|11.0|6.0|Oyonnax|5.0|1.0|1.0|3.0|0.0|66.0|152.0|86.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|12.0|6.0|SU Agen|5.0|1.0|0.0|4.0|2.0|81.0|119.0|38.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|13.0|5.0|Stade Français Paris|5.0|1.0|0.0|4.0|1.0|93.0|151.0|58.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24643|5|14.0|1.0|Brive|5.0|0.0|0.0|5.0|1.0|55.0|157.0|102.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|1.0|24.0|Montpellier Hérault Rugby|6.0|5.0|0.0|1.0|4.0|221.0|119.0|102.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|2.0|22.0|LOU Rugby|6.0|5.0|0.0|1.0|2.0|168.0|103.0|65.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|3.0|20.0|Stade Toulousain|6.0|4.0|1.0|1.0|2.0|167.0|108.0|59.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|4.0|18.0|RC Toulon|6.0|4.0|0.0|2.0|2.0|142.0|129.0|13.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|5.0|18.0|Stade Rochelais|6.0|4.0|0.0|2.0|2.0|191.0|118.0|73.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|6.0|18.0|Union Bordeaux-Bègles|6.0|4.0|0.0|2.0|2.0|181.0|143.0|38.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|7.0|16.0|Racing 92|6.0|3.0|0.0|3.0|4.0|132.0|106.0|26.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|8.0|14.0|Section Paloise|6.0|3.0|0.0|3.0|2.0|134.0|130.0|4.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|9.0|13.0|ASM Clermont|6.0|3.0|0.0|3.0|1.0|174.0|155.0|19.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|10.0|11.0|Castres Olympique|6.0|2.0|0.0|4.0|3.0|125.0|148.0|23.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|11.0|9.0|Stade Français Paris|6.0|2.0|0.0|4.0|1.0|118.0|174.0|56.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|12.0|6.0|Oyonnax|6.0|1.0|1.0|4.0|0.0|75.0|191.0|116.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|13.0|6.0|SU Agen|6.0|1.0|0.0|5.0|2.0|91.0|149.0|58.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24641|6|14.0|1.0|Brive|6.0|0.0|0.0|6.0|1.0|65.0|211.0|146.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|1.0|27.0|LOU Rugby|7.0|6.0|0.0|1.0|3.0|193.0|109.0|84.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|2.0|24.0|Montpellier Hérault Rugby|7.0|5.0|0.0|2.0|4.0|241.0|150.0|91.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|3.0|24.0|Stade Toulousain|7.0|5.0|1.0|1.0|2.0|195.0|126.0|69.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|4.0|22.0|Stade Rochelais|7.0|5.0|0.0|2.0|2.0|207.0|127.0|80.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|5.0|22.0|Union Bordeaux-Bègles|7.0|5.0|0.0|2.0|2.0|211.0|170.0|41.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|6.0|19.0|RC Toulon|7.0|4.0|0.0|3.0|3.0|169.0|159.0|10.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|7.0|18.0|Section Paloise|7.0|4.0|0.0|3.0|2.0|153.0|146.0|7.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|8.0|16.0|Racing 92|7.0|3.0|0.0|4.0|4.0|141.0|122.0|19.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|9.0|13.0|ASM Clermont|7.0|3.0|0.0|4.0|1.0|192.0|183.0|9.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|10.0|13.0|Stade Français Paris|7.0|3.0|0.0|4.0|1.0|149.0|194.0|45.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|11.0|12.0|Castres Olympique|7.0|2.0|0.0|5.0|4.0|147.0|175.0|28.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|12.0|7.0|Oyonnax|7.0|1.0|1.0|5.0|1.0|91.0|210.0|119.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|13.0|6.0|SU Agen|7.0|1.0|0.0|6.0|2.0|97.0|174.0|77.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24639|7|14.0|5.0|Brive|7.0|1.0|0.0|6.0|1.0|92.0|233.0|141.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|1.0|32.0|LOU Rugby|8.0|7.0|0.0|1.0|4.0|245.0|127.0|118.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|2.0|28.0|Montpellier Hérault Rugby|8.0|6.0|0.0|2.0|4.0|263.0|166.0|97.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|3.0|26.0|Stade Rochelais|8.0|6.0|0.0|2.0|2.0|244.0|148.0|96.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|4.0|24.0|RC Toulon|8.0|5.0|0.0|3.0|4.0|210.0|183.0|27.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|5.0|24.0|Stade Toulousain|8.0|5.0|1.0|2.0|2.0|216.0|163.0|53.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|6.0|22.0|Union Bordeaux-Bègles|8.0|5.0|0.0|3.0|2.0|224.0|199.0|25.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|7.0|20.0|Racing 92|8.0|4.0|0.0|4.0|4.0|170.0|135.0|35.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|8.0|18.0|Section Paloise|8.0|4.0|0.0|4.0|2.0|169.0|168.0|1.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|9.0|17.0|Castres Olympique|8.0|3.0|0.0|5.0|5.0|190.0|203.0|13.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|10.0|17.0|ASM Clermont|8.0|4.0|0.0|4.0|1.0|225.0|193.0|32.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|11.0|13.0|Stade Français Paris|8.0|3.0|0.0|5.0|1.0|159.0|227.0|68.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|12.0|7.0|Oyonnax|8.0|1.0|1.0|6.0|1.0|109.0|262.0|153.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|13.0|6.0|SU Agen|8.0|1.0|0.0|7.0|2.0|125.0|217.0|92.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24637|8|14.0|5.0|Brive|8.0|1.0|0.0|7.0|1.0|116.0|274.0|158.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|1.0|33.0|LOU Rugby|9.0|7.0|0.0|2.0|5.0|260.0|146.0|114.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|2.0|32.0|Montpellier Hérault Rugby|9.0|7.0|0.0|2.0|4.0|291.0|190.0|101.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|3.0|30.0|Stade Rochelais|9.0|7.0|0.0|2.0|2.0|263.0|163.0|100.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|4.0|28.0|Stade Toulousain|9.0|6.0|1.0|2.0|2.0|254.0|200.0|54.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|5.0|25.0|RC Toulon|9.0|5.0|0.0|4.0|5.0|234.0|209.0|25.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|6.0|24.0|Racing 92|9.0|5.0|0.0|4.0|4.0|193.0|155.0|38.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|7.0|23.0|Union Bordeaux-Bègles|9.0|5.0|0.0|4.0|3.0|261.0|237.0|24.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|8.0|21.0|Castres Olympique|9.0|4.0|0.0|5.0|5.0|222.0|222.0|
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|9.0|19.0|Section Paloise|9.0|4.0|0.0|5.0|3.0|189.0|191.0|2.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|10.0|18.0|ASM Clermont|9.0|4.0|0.0|5.0|2.0|249.0|221.0|28.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|11.0|14.0|Stade Français Paris|9.0|3.0|0.0|6.0|2.0|178.0|247.0|69.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|12.0|10.0|SU Agen|9.0|2.0|0.0|7.0|2.0|151.0|241.0|90.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|13.0|9.0|Brive|9.0|2.0|0.0|7.0|1.0|136.0|293.0|157.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24635|9|14.0|7.0|Oyonnax|9.0|1.0|1.0|7.0|1.0|128.0|294.0|166.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|1.0|37.0|Montpellier Hérault Rugby|10.0|8.0|0.0|2.0|5.0|323.0|212.0|111.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|2.0|33.0|LOU Rugby|10.0|7.0|0.0|3.0|5.0|278.0|185.0|93.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|3.0|30.0|Stade Rochelais|10.0|7.0|0.0|3.0|2.0|278.0|194.0|84.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|4.0|28.0|Racing 92|10.0|6.0|0.0|4.0|4.0|233.0|184.0|49.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|5.0|28.0|Stade Toulousain|10.0|6.0|1.0|3.0|2.0|276.0|232.0|44.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|6.0|27.0|Union Bordeaux-Bègles|10.0|6.0|0.0|4.0|3.0|294.0|260.0|34.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|7.0|25.0|Castres Olympique|10.0|5.0|0.0|5.0|5.0|253.0|237.0|16.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|8.0|25.0|RC Toulon|10.0|5.0|0.0|5.0|5.0|263.0|249.0|14.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|9.0|23.0|ASM Clermont|10.0|5.0|0.0|5.0|3.0|288.0|239.0|49.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|10.0|23.0|Section Paloise|10.0|5.0|0.0|5.0|3.0|223.0|206.0|17.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|11.0|18.0|Stade Français Paris|10.0|4.0|0.0|6.0|2.0|217.0|282.0|65.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|12.0|10.0|SU Agen|10.0|2.0|0.0|8.0|2.0|174.0|274.0|100.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|13.0|9.0|Brive|10.0|2.0|0.0|8.0|1.0|151.0|327.0|176.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24633|10|14.0|8.0|Oyonnax|10.0|1.0|1.0|8.0|2.0|163.0|333.0|170.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|1.0|37.0|Montpellier Hérault Rugby|11.0|8.0|0.0|3.0|5.0|323.0|238.0|85.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|2.0|35.0|Stade Rochelais|11.0|8.0|0.0|3.0|3.0|322.0|208.0|114.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|3.0|33.0|LOU Rugby|11.0|7.0|0.0|4.0|5.0|287.0|202.0|85.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|4.0|33.0|Racing 92|11.0|7.0|0.0|4.0|5.0|259.0|184.0|75.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|5.0|32.0|Stade Toulousain|11.0|7.0|1.0|3.0|2.0|293.0|241.0|52.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|6.0|29.0|Castres Olympique|11.0|6.0|0.0|5.0|5.0|273.0|256.0|17.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|7.0|29.0|Union Bordeaux-Bègles|11.0|6.0|1.0|4.0|3.0|321.0|287.0|34.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|8.0|26.0|RC Toulon|11.0|5.0|0.0|6.0|6.0|282.0|269.0|13.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|9.0|25.0|ASM Clermont|11.0|5.0|1.0|5.0|3.0|320.0|271.0|49.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|10.0|23.0|Section Paloise|11.0|5.0|0.0|6.0|3.0|237.0|250.0|13.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|11.0|18.0|Stade Français Paris|11.0|4.0|0.0|7.0|2.0|230.0|311.0|81.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|12.0|14.0|SU Agen|11.0|3.0|0.0|8.0|2.0|203.0|287.0|84.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|13.0|11.0|Brive|11.0|2.0|1.0|8.0|1.0|178.0|354.0|176.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24631|11|14.0|10.0|Oyonnax|11.0|1.0|2.0|8.0|2.0|195.0|365.0|170.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24629|12|1.0|39.0|Stade Rochelais|12.0|9.0|0.0|3.0|3.0|348.0|222.0|126.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24629|12|2.0|37.0|Montpellier Hérault Rugby|12.0|8.0|0.0|4.0|5.0|337.0|264.0|73.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24629|12|3.0|33.0|LOU Rugby|12.0|7.0|0.0|5.0|5.0|298.0|241.0|57.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24629|12|4.0|33.0|Racing 92|12.0|7.0|0.0|5.0|5.0|276.0|211.0|65.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24629|12|5.0|33.0|Castres Olympique|12.0|7.0|0.0|5.0|5.0|314.0|287.0|27.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24629|12|6.0|32.0|Stade Toulousain|12.0|7.0|1.0|4.0|2.0|324.0|282.0|42.0
2017-2018|/rugby-top-14/classement-rugby-top-14?season=24725&day=24629|12|7.0|31.0|RC Toulon|12.0|6.0|0.0|6.0|7.0|321.0|280.0|41.0
