|season_url|day_url|season_id|season_day|date|team_dom|team_ext|score_dom|score_ext|bonus_dom|bonus_ext|day_of_week|day_of_month|month|label|classement_dom|nb_pts_dom|nb_matchs_joues_dom|victoire_dom|nul_dom|defaite_dom|nb_bonus_dom|pts_marques_dom|pts_pris_dom|ga_dom|classement_ext|nb_pts_ext|nb_matchs_joues_ext|victoire_ext|nul_ext|defaite_ext|nb_bonus_ext|pts_marques_ext|pts_pris_ext|ga_ext
0|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=24647|2017-2018|3|Samedi 09 Septembre|Brive|Racing 92|6|25|0|Bo|Samedi|09|septembre|False|14.0|0.0|2.0|0.0|0.0|2.0|0.0|24.0|48.0|24.0|6.0|5.0|2.0|1.0|0.0|1.0|1.0|44.0|44.0|
1|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=24645|2017-2018|4|Dimanche 17 Septembre|Racing 92|Oyonnax|25|13|0|0|Dimanche|17|septembre|True|2.0|10.0|3.0|2.0|0.0|1.0|2.0|69.0|50.0|19.0|9.0|6.0|3.0|1.0|1.0|1.0|0.0|41.0|70.0|29.0
2|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=24629|2017-2018|12|Samedi 02 Décembre|Brive|Oyonnax|33|30|0|Bd|Samedi|02|decembre|True|13.0|11.0|11.0|2.0|1.0|8.0|1.0|178.0|354.0|176.0|14.0|10.0|11.0|1.0|2.0|8.0|2.0|195.0|365.0|170.0
3|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=24625|2017-2018|14|Samedi 30 Décembre|Oyonnax|Racing 92|12|16|Bd|0|Samedi|30|decembre|False|14.0|11.0|13.0|1.0|2.0|10.0|3.0|250.0|447.0|197.0|4.0|37.0|13.0|8.0|0.0|5.0|5.0|299.0|230.0|69.0
4|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=24615|2017-2018|19|Samedi 03 Mars|Racing 92|Brive|17|13|0|Bd|Samedi|03|mars|True|2.0|54.0|18.0|12.0|0.0|6.0|6.0|425.0|297.0|128.0|13.0|25.0|18.0|5.0|1.0|12.0|3.0|334.0|532.0|198.0
5|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=24725&day=24605|2017-2018|24|Samedi 14 Avril|Oyonnax|Brive|40|17|0|0|Samedi|14|avril|True|14.0|30.0|23.0|5.0|3.0|15.0|4.0|484.0|735.0|251.0|13.0|32.0|23.0|6.0|1.0|16.0|6.0|424.0|636.0|212.0
6|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27555|2018-2019|19|Samedi 16 Mars|RC Toulon|Montpellier Hérault Rugby|18|21|Bd|0|Samedi|16|mars|False|10.0|37.0|18.0|8.0|0.0|10.0|5.0|355.0|376.0|21.0|9.0|38.0|18.0|7.0|1.0|10.0|8.0|427.0|397.0|30.0
7|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27555|2018-2019|19|Samedi 16 Mars|Castres Olympique|USA Perpignan|36|17|Bo|0|Samedi|16|mars|True|5.0|49.0|18.0|11.0|0.0|7.0|5.0|353.0|359.0|6.0|14.0|8.0|18.0|1.0|0.0|17.0|4.0|300.0|508.0|208.0
8|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27555|2018-2019|19|Samedi 16 Mars|FC Grenoble Rugby|Racing 92|16|34|0|Bo|Samedi|16|mars|False|13.0|20.0|18.0|3.0|2.0|13.0|4.0|330.0|478.0|148.0|7.0|46.0|18.0|10.0|0.0|8.0|6.0|477.0|391.0|86.0
9|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27555|2018-2019|19|Samedi 16 Mars|SU Agen|Stade Rochelais|19|7|0|0|Samedi|16|mars|True|12.0|25.0|18.0|5.0|1.0|12.0|3.0|293.0|483.0|190.0|4.0|51.0|18.0|12.0|0.0|6.0|3.0|432.0|437.0|5.0
10|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27555|2018-2019|19|Samedi 16 Mars|Union Bordeaux-Bègles|Stade Français Paris|26|12|0|0|Samedi|16|mars|True|6.0|48.0|18.0|10.0|1.0|7.0|6.0|447.0|413.0|34.0|8.0|46.0|18.0|10.0|0.0|8.0|6.0|389.0|371.0|18.0
11|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27555|2018-2019|19|Dimanche 17 Mars|ASM Clermont|Section Paloise|27|14|0|0|Dimanche|17|mars|True|2.0|61.0|18.0|12.0|2.0|4.0|9.0|584.0|332.0|252.0|11.0|33.0|18.0|7.0|0.0|11.0|5.0|353.0|473.0|120.0
12|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27555|2018-2019|19|Dimanche 17 Mars|Stade Toulousain|LOU Rugby|53|21|Bo|0|Dimanche|17|mars|True|1.0|67.0|18.0|14.0|2.0|2.0|7.0|493.0|330.0|163.0|3.0|52.0|18.0|11.0|1.0|6.0|6.0|444.0|329.0|115.0
13|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27553|2018-2019|20|Samedi 23 Mars|LOU Rugby|RC Toulon|42|33|0|0|Samedi|23|mars|True|5.0|52.0|19.0|11.0|1.0|7.0|6.0|465.0|382.0|83.0|10.0|38.0|19.0|8.0|0.0|11.0|6.0|373.0|397.0|24.0
14|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27553|2018-2019|20|Samedi 23 Mars|Stade Français Paris|Castres Olympique|32|16|Bo|0|Samedi|23|mars|True|8.0|46.0|19.0|10.0|0.0|9.0|6.0|401.0|397.0|4.0|3.0|54.0|19.0|12.0|0.0|7.0|6.0|389.0|376.0|13.0
15|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27553|2018-2019|20|Samedi 23 Mars|USA Perpignan|FC Grenoble Rugby|22|16|0|0|Samedi|23|mars|True|14.0|8.0|19.0|1.0|0.0|18.0|4.0|317.0|544.0|227.0|13.0|20.0|19.0|3.0|2.0|14.0|4.0|346.0|512.0|166.0
16|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27553|2018-2019|20|Samedi 23 Mars|Section Paloise|Montpellier Hérault Rugby|15|24|0|0|Samedi|23|mars|False|11.0|33.0|19.0|7.0|0.0|12.0|5.0|367.0|500.0|133.0|9.0|42.0|19.0|8.0|1.0|10.0|8.0|448.0|415.0|33.0
17|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27553|2018-2019|20|Samedi 23 Mars|SU Agen|ASM Clermont|13|28|0|0|Samedi|23|mars|False|12.0|29.0|19.0|6.0|1.0|12.0|3.0|312.0|490.0|178.0|2.0|65.0|19.0|13.0|2.0|4.0|9.0|611.0|346.0|265.0
18|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27553|2018-2019|20|Dimanche 24 Mars|Racing 92|Union Bordeaux-Bègles|45|27|Bo|0|Dimanche|24|mars|True|6.0|51.0|19.0|11.0|0.0|8.0|7.0|511.0|407.0|104.0|4.0|52.0|19.0|11.0|1.0|7.0|6.0|473.0|425.0|48.0
19|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27553|2018-2019|20|Dimanche 24 Mars|Stade Rochelais|Stade Toulousain|19|23|Bd|0|Dimanche|24|mars|False|7.0|51.0|19.0|12.0|0.0|7.0|3.0|439.0|456.0|17.0|1.0|72.0|19.0|15.0|2.0|2.0|8.0|546.0|351.0|195.0
20|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27551|2018-2019|21|Samedi 06 Avril|RC Toulon|Stade Toulousain|25|10|0|0|Samedi|06|avril|True|10.0|38.0|20.0|8.0|0.0|12.0|6.0|406.0|439.0|33.0|1.0|76.0|20.0|16.0|2.0|2.0|8.0|569.0|370.0|199.0
21|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27551|2018-2019|21|Samedi 06 Avril|Union Bordeaux-Bègles|USA Perpignan|31|22|0|0|Samedi|06|avril|True|6.0|52.0|20.0|11.0|1.0|8.0|6.0|500.0|470.0|30.0|14.0|12.0|20.0|2.0|0.0|18.0|4.0|339.0|560.0|221.0
22|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27551|2018-2019|21|Samedi 06 Avril|Montpellier Hérault Rugby|SU Agen|33|17|Bo|0|Samedi|06|avril|True|9.0|46.0|20.0|9.0|1.0|10.0|8.0|472.0|430.0|42.0|12.0|29.0|20.0|6.0|1.0|13.0|3.0|325.0|518.0|193.0
23|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27551|2018-2019|21|Samedi 06 Avril|FC Grenoble Rugby|Stade Français Paris|21|17|0|Bd|Samedi|06|avril|True|13.0|20.0|20.0|3.0|2.0|15.0|4.0|362.0|534.0|172.0|8.0|51.0|20.0|11.0|0.0|9.0|7.0|433.0|413.0|20.0
24|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27551|2018-2019|21|Samedi 06 Avril|Castres Olympique|Stade Rochelais|25|11|0|0|Samedi|06|avril|True|5.0|54.0|20.0|12.0|0.0|8.0|6.0|405.0|408.0|3.0|7.0|52.0|20.0|12.0|0.0|8.0|4.0|458.0|479.0|21.0
25|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27551|2018-2019|21|Dimanche 07 Avril|Section Paloise|LOU Rugby|24|27|Bd|0|Dimanche|07|avril|False|11.0|33.0|20.0|7.0|0.0|13.0|5.0|382.0|524.0|142.0|3.0|56.0|20.0|12.0|1.0|7.0|6.0|507.0|415.0|92.0
26|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27551|2018-2019|21|Dimanche 07 Avril|ASM Clermont|Racing 92|31|31|0|0|Dimanche|07|avril|False|2.0|69.0|20.0|14.0|2.0|4.0|9.0|639.0|359.0|280.0|4.0|56.0|20.0|12.0|0.0|8.0|8.0|556.0|434.0|122.0
27|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27549|2018-2019|22|Samedi 13 Avril|Union Bordeaux-Bègles|Castres Olympique|12|16|Bd|0|Samedi|13|avril|False|6.0|56.0|21.0|12.0|1.0|8.0|6.0|531.0|492.0|39.0|5.0|58.0|21.0|13.0|0.0|8.0|6.0|430.0|419.0|11.0
28|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27549|2018-2019|22|Samedi 13 Avril|Stade Français Paris|SU Agen|25|22|0|Bd|Samedi|13|avril|True|7.0|52.0|21.0|11.0|0.0|10.0|8.0|450.0|434.0|16.0|12.0|29.0|21.0|6.0|1.0|14.0|3.0|342.0|551.0|209.0
29|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27549|2018-2019|22|Samedi 13 Avril|LOU Rugby|USA Perpignan|47|9|Bo|0|Samedi|13|avril|True|3.0|60.0|21.0|13.0|1.0|7.0|6.0|534.0|439.0|95.0|14.0|12.0|21.0|2.0|0.0|19.0|4.0|361.0|591.0|230.0
30|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27549|2018-2019|22|Samedi 13 Avril|Stade Rochelais|Section Paloise|71|21|Bo|0|Samedi|13|avril|True|8.0|52.0|21.0|12.0|0.0|9.0|4.0|469.0|504.0|35.0|11.0|34.0|21.0|7.0|0.0|14.0|6.0|406.0|551.0|145.0
31|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27549|2018-2019|22|Samedi 13 Avril|FC Grenoble Rugby|RC Toulon|19|18|0|Bd|Samedi|13|avril|True|13.0|24.0|21.0|4.0|2.0|15.0|4.0|383.0|551.0|168.0|10.0|42.0|21.0|9.0|0.0|12.0|6.0|431.0|449.0|18.0
32|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27549|2018-2019|22|Dimanche 14 Avril|Racing 92|Montpellier Hérault Rugby|26|25|0|Bd|Dimanche|14|avril|True|4.0|58.0|21.0|12.0|1.0|8.0|8.0|587.0|465.0|122.0|9.0|51.0|21.0|10.0|1.0|10.0|9.0|505.0|447.0|58.0
33|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27549|2018-2019|22|Dimanche 14 Avril|Stade Toulousain|ASM Clermont|47|44|0|Bd|Dimanche|14|avril|True|1.0|76.0|21.0|16.0|2.0|3.0|8.0|579.0|395.0|184.0|2.0|71.0|21.0|14.0|3.0|4.0|9.0|670.0|390.0|280.0
34|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27547|2018-2019|23|Samedi 27 Avril|Section Paloise|Racing 92|29|27|0|Bd|Samedi|27|avril|True|11.0|34.0|22.0|7.0|0.0|15.0|6.0|427.0|622.0|195.0|4.0|62.0|22.0|13.0|1.0|8.0|8.0|613.0|490.0|123.0
35|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27547|2018-2019|23|Samedi 27 Avril|Castres Olympique|Stade Toulousain|20|21|Bd|0|Samedi|27|avril|False|5.0|62.0|22.0|14.0|0.0|8.0|6.0|446.0|431.0|15.0|1.0|80.0|22.0|17.0|2.0|3.0|8.0|626.0|439.0|187.0
36|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27547|2018-2019|23|Samedi 27 Avril|SU Agen|LOU Rugby|25|15|0|0|Samedi|27|avril|True|12.0|30.0|22.0|6.0|1.0|15.0|4.0|364.0|576.0|212.0|3.0|65.0|22.0|14.0|1.0|7.0|7.0|581.0|448.0|133.0
37|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27547|2018-2019|23|Samedi 27 Avril|Montpellier Hérault Rugby|FC Grenoble Rugby|47|12|Bo|0|Samedi|27|avril|True|9.0|52.0|22.0|10.0|1.0|11.0|10.0|530.0|473.0|57.0|13.0|28.0|22.0|5.0|2.0|15.0|4.0|402.0|569.0|167.0
38|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27547|2018-2019|23|Samedi 27 Avril|USA Perpignan|Stade Rochelais|29|49|0|Bo|Samedi|27|avril|False|14.0|12.0|22.0|2.0|0.0|20.0|4.0|370.0|638.0|268.0|7.0|57.0|22.0|13.0|0.0|9.0|5.0|540.0|525.0|15.0
39|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27547|2018-2019|23|Dimanche 28 Avril|RC Toulon|Union Bordeaux-Bègles|45|17|Bo|0|Dimanche|28|avril|True|10.0|43.0|22.0|9.0|0.0|13.0|7.0|449.0|468.0|19.0|6.0|57.0|22.0|12.0|1.0|9.0|7.0|543.0|508.0|35.0
40|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27547|2018-2019|23|Dimanche 28 Avril|Stade Français Paris|ASM Clermont|25|41|0|Bo|Dimanche|28|avril|False|8.0|56.0|22.0|12.0|0.0|10.0|8.0|475.0|456.0|19.0|2.0|72.0|22.0|14.0|3.0|5.0|10.0|714.0|437.0|277.0
41|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27545|2018-2019|24|Samedi 04 Mai|Stade Toulousain|Section Paloise|83|6|Bo|0|Samedi|04|mai|True|1.0|84.0|23.0|18.0|2.0|3.0|8.0|647.0|459.0|188.0|11.0|38.0|23.0|8.0|0.0|15.0|6.0|456.0|649.0|193.0
42|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27545|2018-2019|24|Samedi 04 Mai|Castres Olympique|Montpellier Hérault Rugby|9|12|Bd|0|Samedi|04|mai|False|4.0|64.0|23.0|14.0|0.0|9.0|8.0|466.0|452.0|14.0|7.0|57.0|23.0|11.0|1.0|11.0|11.0|577.0|485.0|92.0
43|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27545|2018-2019|24|Samedi 04 Mai|FC Grenoble Rugby|SU Agen|11|29|0|0|Samedi|04|mai|False|13.0|28.0|23.0|5.0|2.0|16.0|4.0|414.0|616.0|202.0|12.0|34.0|23.0|7.0|1.0|15.0|4.0|389.0|591.0|202.0
44|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27545|2018-2019|24|Samedi 04 Mai|ASM Clermont|USA Perpignan|35|13|Bo|0|Samedi|04|mai|True|2.0|77.0|23.0|15.0|3.0|5.0|11.0|755.0|462.0|293.0|14.0|12.0|23.0|2.0|0.0|21.0|4.0|399.0|687.0|288.0
45|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27545|2018-2019|24|Samedi 04 Mai|Stade Rochelais|RC Toulon|30|21|0|0|Samedi|04|mai|True|6.0|62.0|23.0|14.0|0.0|9.0|6.0|589.0|554.0|35.0|10.0|48.0|23.0|10.0|0.0|13.0|8.0|494.0|485.0|9.0
46|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27545|2018-2019|24|Dimanche 05 Mai|LOU Rugby|Union Bordeaux-Bègles|34|10|Bo|0|Dimanche|05|mai|True|3.0|65.0|23.0|14.0|1.0|8.0|7.0|596.0|473.0|123.0|8.0|57.0|23.0|12.0|1.0|10.0|7.0|560.0|553.0|7.0
47|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27545|2018-2019|24|Dimanche 05 Mai|Racing 92|Stade Français Paris|23|27|Bd|0|Dimanche|05|mai|False|5.0|63.0|23.0|13.0|1.0|9.0|9.0|640.0|519.0|121.0|9.0|56.0|23.0|12.0|0.0|11.0|8.0|500.0|497.0|3.0
48|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27543|2018-2019|25|Samedi 18 Mai|SU Agen|Castres Olympique|10|17|0|0|Samedi|18|mai|False|12.0|38.0|24.0|8.0|1.0|15.0|4.0|418.0|602.0|184.0|5.0|65.0|24.0|14.0|0.0|10.0|9.0|475.0|464.0|11.0
49|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27543|2018-2019|25|Samedi 18 Mai|USA Perpignan|Racing 92|14|52|0|Bo|Samedi|18|mai|False|14.0|12.0|24.0|2.0|0.0|22.0|4.0|412.0|722.0|310.0|6.0|64.0|24.0|13.0|1.0|10.0|10.0|663.0|546.0|117.0
50|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27543|2018-2019|25|Samedi 18 Mai|Section Paloise|FC Grenoble Rugby|22|0|Bo|0|Samedi|18|mai|True|11.0|38.0|24.0|8.0|0.0|16.0|6.0|462.0|732.0|270.0|13.0|28.0|24.0|5.0|2.0|17.0|4.0|425.0|645.0|220.0
51|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27543|2018-2019|25|Samedi 18 Mai|LOU Rugby|Stade Rochelais|29|19|0|0|Samedi|18|mai|True|3.0|70.0|24.0|15.0|1.0|8.0|8.0|630.0|483.0|147.0|4.0|66.0|24.0|15.0|0.0|9.0|6.0|619.0|575.0|44.0
52|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27543|2018-2019|25|Dimanche 19 Mai|Montpellier Hérault Rugby|Stade Français Paris|42|25|Bo|0|Dimanche|19|mai|True|7.0|61.0|24.0|12.0|1.0|11.0|11.0|589.0|494.0|95.0|8.0|60.0|24.0|13.0|0.0|11.0|8.0|527.0|520.0|7.0
53|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27543|2018-2019|25|Dimanche 19 Mai|Union Bordeaux-Bègles|Stade Toulousain|36|43|0|0|Dimanche|19|mai|False|9.0|57.0|24.0|12.0|1.0|11.0|7.0|570.0|587.0|17.0|1.0|89.0|24.0|19.0|2.0|3.0|9.0|730.0|465.0|265.0
54|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=27591&day=27543|2018-2019|25|Dimanche 19 Mai|RC Toulon|ASM Clermont|32|11|Bo|0|Dimanche|19|mai|True|10.0|48.0|24.0|10.0|0.0|14.0|8.0|515.0|515.0||2.0|82.0|24.0|16.0|3.0|5.0|12.0|790.0|475.0|315.0
55|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8559|2009-2010|2|Samedi 22 Août|Castres Olympique|Bourgoin|29|9|0|0|Samedi|22|aout|True|2.0|4.0|1.0|1.0|0.0|0.0|0.0|24.0|12.0|12.0|12.0|0.0|1.0|0.0|0.0|1.0|0.0|28.0|37.0|
56|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8559|2009-2010|2|Samedi 22 Août|ASM Clermont|Montauban|37|16|Bo|0|Samedi|22|aout|True|3.0|4.0|1.0|1.0|0.0|0.0|0.0|37.0|28.0|9.0|9.0|1.0|1.0|0.0|0.0|1.0|1.0|16.0|17.0|
57|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8559|2009-2010|2|Samedi 22 Août|RC Toulon|Racing 92|27|13|0|0|Samedi|22|aout|True|8.0|2.0|1.0|0.0|1.0|0.0|0.0|22.0|22.0||5.0|4.0|1.0|1.0|0.0|0.0|0.0|19.0|13.0|6.0
58|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8559|2009-2010|2|Samedi 22 Août|Stade Toulousain|Brive|38|0|Bo|0|Samedi|22|aout|True|6.0|4.0|1.0|1.0|0.0|0.0|0.0|17.0|16.0|1.0|1.0|5.0|1.0|1.0|0.0|0.0|1.0|30.0|9.0|21.0
59|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8559|2009-2010|2|Samedi 22 Août|Bayonne|Stade Français Paris|38|24|0|0|Samedi|22|aout|True|11.0|0.0|1.0|0.0|0.0|1.0|0.0|20.0|28.0||7.0|2.0|1.0|0.0|1.0|0.0|0.0|22.0|22.0|
60|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8559|2009-2010|2|Samedi 22 Août|Montpellier Hérault Rugby|USA Perpignan|18|12|0|0|Samedi|22|aout|True|14.0|0.0|1.0|0.0|0.0|1.0|0.0|9.0|30.0||4.0|4.0|1.0|1.0|0.0|0.0|0.0|28.0|20.0|8.0
61|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8559|2009-2010|2|Samedi 22 Août|Biarritz|Albi|39|6|Bo|0|Samedi|22|aout|True|13.0|0.0|1.0|0.0|0.0|1.0|0.0|12.0|24.0||10.0|1.0|1.0|0.0|0.0|1.0|1.0|13.0|19.0|
62|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8560|2009-2010|3|Samedi 29 Août|Brive|ASM Clermont|9|9|0|0|Samedi|29|aout|False|7.0|5.0|2.0|1.0|0.0|1.0|1.0|30.0|47.0||2.0|9.0|2.0|2.0|0.0|0.0|1.0|74.0|44.0|30.0
63|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8560|2009-2010|3|Samedi 29 Août|Albi|RC Toulon|9|15|0|0|Samedi|29|aout|False|13.0|1.0|2.0|0.0|0.0|2.0|1.0|19.0|58.0||4.0|6.0|2.0|1.0|1.0|0.0|0.0|49.0|35.0|14.0
64|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=all|/rugby-top-14/calendrier-resultats-rugby-top-14?season=14521&day=8560|2009-2010|3|Samedi 29 Août|USA Perpignan|Stade Toulousain|17|15|0|Bd|Samedi|29|aout|True|6.0|5.0|2.0|1.0|0.0|1.0|1.0|40.0|38.0|2.0|1.0|9.0|2.0|2.0|0.0|0.0|1.0|55.0|16.0|39.0
